ACBK1g00001,Mpyg-1-004012
ACBK4g02847,Mpyg-2-000237
ACBK4g02848,.
ACBK4g02849,Mpyg-2-000236
ACBK4g02850,Mpyg-2-000235
ACBK4g02851,Mpyg-2-000234
ACBK4g02852,Mpyg-2-000233
ACBK4g02853,Mpyg-2-000231
ACBK4g02854,.
ACBK4g02855,Mpyg-2-000229
ACBK4g02856,Mpyg-2-000228
ACBK4g02857,Mpyg-2-000227
ACBK4g02858,Mpyg-2-000226
ACBK4g02859,Mpyg-2-000225
ACBK4g02860,Mpyg-2-000224
ACBK4g02861,.
ACBK4g02862,Mpyg-2-000223
ACBK4g02863,Mpyg-2-000222
ACBK4g02864,Mpyg-2-000221
ACBK4g02865,Mpyg-2-000220
ACBK4g02866,Mpyg-2-000219
ACBK4g02867,Mpyg-2-000217
ACBK4g02868,Mpyg-2-000216
ACBK4g02869,Mpyg-2-000215
ACBK4g02870,Mpyg-2-000214
ACBK4g02871,Mpyg-2-000213
ACBK4g02872,.
ACBK4g02873,Mpyg-2-000212
ACBK4g02874,Mpyg-2-000209
ACBK4g02875,Mpyg-2-000208
ACBK4g02876,.
ACBK4g02877,Mpyg-2-000206
ACBK4g02878,Mpyg-2-000205
ACBK4g02879,.
ACBK4g02880,Mpyg-2-000204
ACBK4g02881,.
ACBK4g02882,Mpyg-2-000203
ACBK4g02883,Mpyg-2-000202
ACBK4g02884,Mpyg-2-000201
ACBK4g02885,Mpyg-2-000199
ACBK4g02886,Mpyg-2-000198
ACBK4g02887,.
ACBK4g02888,Mpyg-2-000197
ACBK4g02889,Mpyg-2-000196
ACBK4g02890,Mpyg-2-000194
ACBK4g02891,Mpyg-2-000193
ACBK4g02892,Mpyg-2-000192
ACBK4g02893,Mpyg-2-000191
ACBK4g02894,.
ACBK4g02895,Mpyg-2-000186
ACBK4g02896,Mpyg-2-000185
ACBK4g02897,.
ACBK4g02898,Mpyg-2-000184
ACBK4g02899,Mpyg-2-000183
ACBK4g02900,Mpyg-2-000182
ACBK4g02901,Mpyg-2-000181
ACBK4g02902,Mpyg-2-000180
ACBK4g02903,Mpyg-2-000179
ACBK4g02904,Mpyg-2-000178
ACBK4g02905,Mpyg-2-000177
ACBK4g02906,.
ACBK4g02907,Mpyg-2-000176
ACBK4g02908,.
ACBK4g02909,Mpyg-2-000173
ACBK4g02910,Mpyg-2-000172
ACBK4g02911,.
ACBK4g02912,Mpyg-2-000171
ACBK4g02913,Mpyg-2-000170
ACBK4g02914,.
ACBK4g02915,Mpyg-2-000169
ACBK4g02916,Mpyg-2-000168
ACBK4g02917,Mpyg-2-000166
ACBK4g02918,.
ACBK4g02919,.
ACBK4g02920,Mpyg-2-000163
ACBK4g02921,Mpyg-2-000162
ACBK4g02922,Mpyg-2-000160
ACBK4g02923,Mpyg-2-000159
ACBK4g02924,Mpyg-2-000158
ACBK4g02925,.
ACBK4g02926,Mpyg-2-000156
ACBK4g02927,.
ACBK4g02928,Mpyg-2-000155
ACBK4g02929,Mpyg-2-000154
ACBK4g02930,Mpyg-2-000152
ACBK4g02931,Mpyg-2-000151
ACBK4g02932,Mpyg-2-000150
ACBK4g02933,.
ACBK4g02934,.
ACBK4g02935,.
ACBK4g02936,Mpyg-2-000148
ACBK4g02937,Mpyg-2-000147
ACBK4g02938,.
ACBK4g02939,.
ACBK4g02940,.
ACBK4g02941,Mpyg-2-000146
ACBK4g02942,Mpyg-2-000145
ACBK4g02943,Mpyg-2-000144
ACBK4g02944,.
ACBK4g02945,.
ACBK4g02946,Mpyg-2-000142
ACBK4g02947,Mpyg-2-000141
ACBK4g02948,.
ACBK4g02949,Mpyg-2-000140
ACBK4g02950,.
ACBK4g02951,Mpyg-2-000139
ACBK4g02952,Mpyg-2-000138
ACBK4g02953,Mpyg-2-000137
ACBK4g02954,Mpyg-2-000136
ACBK4g02955,Mpyg-2-000135
ACBK4g02956,Mpyg-2-000134
ACBK4g02957,.
ACBK4g02958,Mpyg-2-000133
ACBK4g02959,.
ACBK4g02960,Mpyg-2-000132
ACBK4g02961,Mpyg-2-000131
ACBK4g02962,.
ACBK4g02963,Mpyg-2-000130
ACBK4g02964,Mpyg-2-000129
ACBK4g02965,Mpyg-2-000128
ACBK4g02966,Mpyg-2-000127
ACBK4g02967,Mpyg-2-000126
ACBK4g02968,.
ACBK4g02969,Mpyg-2-000125
ACBK4g02970,.
ACBK4g02971,Mpyg-2-000124
ACBK4g02972,Mpyg-2-000123
ACBK4g02973,Mpyg-2-000122
ACBK4g02974,Mpyg-2-000121
ACBK4g02975,.
ACBK4g02976,Mpyg-2-000120
ACBK4g02977,Mpyg-2-000119
ACBK4g02978,Mpyg-2-000118
ACBK4g02979,.
ACBK4g02980,Mpyg-2-000117
ACBK4g02981,.
ACBK4g02982,.
ACBK4g02983,.
ACBK4g02984,Mpyg-2-000116
ACBK4g02985,Mpyg-2-000115
ACBK4g02986,.
ACBK4g02987,Mpyg-2-000114
ACBK4g02988,Mpyg-2-000113
ACBK4g02989,Mpyg-2-000112
ACBK4g02990,.
ACBK4g02991,.
ACBK4g02992,Mpyg-2-000111
ACBK4g02993,Mpyg-2-000110
ACBK4g02994,Mpyg-2-000109
ACBK4g02995,.
ACBK4g02996,.
ACBK4g02997,Mpyg-2-000108
ACBK4g02998,Mpyg-2-000107
ACBK4g02999,Mpyg-2-000105
ACBK4g03000,Mpyg-2-000104
ACBK4g03001,Mpyg-2-000103
ACBK4g03002,Mpyg-2-000102
ACBK4g03003,Mpyg-2-000101
ACBK4g03004,Mpyg-2-000100
ACBK4g03005,
ACBK5g00001,
ACBK5g00002,
ACBK5g00003,Mpyg-5-000013
ACBK5g00004,Mpyg-5-000014
ACBK5g00005,Mpyg-5-000015
ACBK5g00006,.
ACBK5g00007,.
ACBK5g00008,.
ACBK5g00009,Mpyg-5-000016
ACBK5g00010,Mpyg-5-000017
ACBK5g00011,Mpyg-5-000018
ACBK5g00012,Mpyg-5-000019
ACBK5g00013,.
ACBK5g00014,Mpyg-5-000021
ACBK5g00015,Mpyg-5-000022
ACBK5g00016,Mpyg-5-000023
ACBK5g00017,Mpyg-5-000024
ACBK5g00018,Mpyg-5-000025
ACBK5g00019,Mpyg-5-000026
ACBK5g00020,Mpyg-5-000027
ACBK5g00021,Mpyg-5-000028
ACBK5g00022,Mpyg-5-000029
ACBK5g00023,.
ACBK5g00024,Mpyg-5-000030
ACBK5g00025,Mpyg-5-000031
ACBK5g00026,.
ACBK5g00027,Mpyg-5-000032
ACBK5g00028,Mpyg-5-000035
ACBK5g00029,Mpyg-5-000036
ACBK5g00030,Mpyg-5-000037
ACBK5g00031,Mpyg-5-000038
ACBK5g00032,Mpyg-5-000039
ACBK5g00033,.
ACBK5g00034,.
ACBK5g00035,.
ACBK5g00036,.
ACBK5g00037,Mpyg-5-000040
ACBK5g00038,Mpyg-5-000041
ACBK5g00039,.
ACBK5g00040,Mpyg-5-000042
ACBK5g00041,Mpyg-5-000043
ACBK5g00042,Mpyg-5-000044
ACBK5g00043,Mpyg-5-000045
ACBK5g00044,Mpyg-5-000046
ACBK5g00045,Mpyg-5-000047
ACBK5g00046,.
ACBK5g00047,Mpyg-5-000049
ACBK5g00048,Mpyg-5-000050
ACBK5g00049,Mpyg-5-000051
ACBK5g00050,Mpyg-5-000052
ACBK5g00051,Mpyg-5-000053
ACBK5g00052,Mpyg-5-000054
ACBK5g00053,.
ACBK5g00054,Mpyg-5-000055
ACBK5g00055,.
ACBK5g00056,.
ACBK5g00057,.
ACBK5g00058,.
ACBK5g00059,Mpyg-5-000057
ACBK5g00060,Mpyg-5-000058
ACBK5g00061,Mpyg-5-000059
ACBK5g00062,Mpyg-5-000060
ACBK5g00063,Mpyg-5-000061
ACBK5g00064,Mpyg-5-000062
ACBK5g00065,Mpyg-5-000063
ACBK5g00066,Mpyg-5-000064
ACBK5g00067,Mpyg-5-000065
ACBK5g00068,Mpyg-5-000066
ACBK5g00069,Mpyg-5-000067
ACBK5g00070,Mpyg-5-000068
ACBK5g00071,Mpyg-5-000069
ACBK5g00072,Mpyg-5-000070
ACBK5g00073,Mpyg-5-000071
ACBK5g00074,Mpyg-5-000072
ACBK5g00075,Mpyg-5-000073
ACBK5g00076,Mpyg-5-000074
ACBK5g00077,.
ACBK5g00078,.
ACBK5g00079,Mpyg-5-000075
ACBK5g00080,.
ACBK5g00081,Mpyg-5-000076
ACBK5g00082,.
ACBK5g00083,Mpyg-5-000078
ACBK5g00084,Mpyg-5-000079
ACBK5g00085,Mpyg-5-000080
ACBK5g00086,Mpyg-5-000081
ACBK5g00087,Mpyg-5-000084
ACBK5g00088,Mpyg-5-000086
ACBK5g00089,Mpyg-5-000087
ACBK5g00090,Mpyg-5-000088
ACBK5g00091,Mpyg-5-000089
ACBK5g00092,.
ACBK5g00093,.
ACBK5g00094,Mpyg-5-000090
ACBK5g00095,Mpyg-5-000091
ACBK5g00096,.
ACBK5g00097,Mpyg-5-000092
ACBK5g00098,Mpyg-5-000093
ACBK5g00099,Mpyg-5-000094
ACBK5g00100,Mpyg-5-000095
ACBK5g00101,.
ACBK5g00102,Mpyg-5-000096
ACBK5g00103,.
ACBK5g00104,Mpyg-5-000097
ACBK5g00105,Mpyg-5-000098
ACBK5g00106,Mpyg-5-000099
ACBK5g00107,.
ACBK5g00108,Mpyg-5-000102
ACBK5g00109,Mpyg-5-000103
ACBK5g00110,.
ACBK5g00111,.
ACBK5g00112,Mpyg-5-000105
ACBK5g00113,Mpyg-5-000106
ACBK5g00114,Mpyg-5-000107
ACBK5g00115,Mpyg-5-000108
ACBK5g00116,Mpyg-5-000109
ACBK5g00117,.
ACBK5g00118,Mpyg-5-000110
ACBK5g00119,.
ACBK5g00120,Mpyg-5-000112
ACBK5g00121,.
ACBK5g00122,.
ACBK5g00123,Mpyg-5-000113
ACBK5g00124,.
ACBK5g00125,.
ACBK5g00126,Mpyg-5-000114
ACBK5g00127,Mpyg-5-000115
ACBK5g00128,Mpyg-5-000116
ACBK5g00129,Mpyg-5-000117
ACBK5g00130,Mpyg-5-000118
ACBK5g00131,.
ACBK5g00132,.
ACBK5g00133,Mpyg-5-000119
ACBK5g00134,Mpyg-5-000120
ACBK5g00135,Mpyg-5-000121
ACBK5g00136,.
ACBK5g00137,.
ACBK5g00138,.
ACBK5g00139,.
ACBK5g00140,.
ACBK5g00141,.
ACBK5g00142,.
ACBK5g00143,.
ACBK5g00144,.
ACBK5g00145,.
ACBK5g00146,.
ACBK5g00147,.
ACBK5g00148,Mpyg-5-000122
ACBK5g00149,.
ACBK5g00150,Mpyg-5-000123
ACBK5g00151,Mpyg-5-000124
ACBK5g00152,Mpyg-5-000125
ACBK5g00153,.
ACBK5g00154,.
ACBK5g00155,.
ACBK5g00156,Mpyg-5-000126
ACBK5g00157,Mpyg-5-000127
ACBK5g00158,Mpyg-5-000128
ACBK5g00159,Mpyg-5-000130
ACBK5g00160,.
ACBK5g00161,.
ACBK5g00162,Mpyg-5-000131
ACBK5g00163,.
ACBK5g00164,Mpyg-5-000132
ACBK5g00165,Mpyg-5-000133
ACBK5g00166,Mpyg-5-000134
ACBK5g00167,.
ACBK5g00168,Mpyg-5-000135
ACBK5g00169,Mpyg-5-000136
ACBK5g00170,Mpyg-5-000137
ACBK5g00171,Mpyg-5-000138
ACBK5g00172,Mpyg-5-000139
ACBK5g00173,Mpyg-5-000140
ACBK5g00174,.
ACBK5g00175,Mpyg-5-000141
ACBK5g00176,Mpyg-5-000142
ACBK5g00177,Mpyg-5-000143
ACBK5g00178,Mpyg-5-000144
ACBK5g00179,Mpyg-5-000145
ACBK5g00180,.
ACBK5g00181,.
ACBK5g00182,.
ACBK5g00183,.
ACBK5g00184,.
ACBK5g00185,.
ACBK5g00186,.
ACBK5g00187,.
ACBK5g00188,.
ACBK5g00189,.
ACBK5g00190,.
ACBK5g00191,.
ACBK5g00192,.
ACBK5g00193,.
ACBK5g00194,.
ACBK5g00195,.
ACBK5g00196,.
ACBK5g00197,Mpyg-5-000146
ACBK5g00198,Mpyg-5-000147
ACBK5g00199,Mpyg-5-000148
ACBK5g00200,Mpyg-5-000149
ACBK5g00201,.
ACBK5g00202,.
ACBK5g00203,.
ACBK5g00204,.
ACBK5g00205,.
ACBK5g00206,Mpyg-5-000150
ACBK5g00207,.
ACBK5g00208,Mpyg-5-000151
ACBK5g00209,.
ACBK5g00210,Mpyg-5-000152
ACBK5g00211,Mpyg-5-000154
ACBK5g00212,Mpyg-5-000155
ACBK5g00213,Mpyg-5-000156
ACBK5g00214,Mpyg-5-000157
ACBK5g00215,Mpyg-5-000158
ACBK5g00216,Mpyg-5-000159
ACBK5g00217,Mpyg-5-000160
ACBK5g00218,Mpyg-5-000161
ACBK5g00219,.
ACBK5g00220,.
ACBK5g00221,.
ACBK5g00222,.
ACBK5g00223,.
ACBK5g00224,Mpyg-5-000162
ACBK5g00225,Mpyg-5-000163
ACBK5g00226,.
ACBK5g00227,.
ACBK5g00228,.
ACBK5g00229,Mpyg-5-000164
ACBK5g00230,Mpyg-5-000165
ACBK5g00231,.
ACBK5g00232,.
ACBK5g00233,.
ACBK5g00234,Mpyg-5-000166
ACBK5g00235,Mpyg-5-000167
ACBK5g00236,Mpyg-5-000168
ACBK5g00237,.
ACBK5g00238,Mpyg-5-000169
ACBK5g00239,Mpyg-5-000170
ACBK5g00240,Mpyg-5-000171
ACBK5g00241,.
ACBK5g00242,Mpyg-5-000172
ACBK5g00243,Mpyg-5-000173
ACBK5g00244,.
ACBK5g00245,.
ACBK5g00246,.
ACBK5g00247,Mpyg-5-000174
ACBK5g00248,.
ACBK5g00249,.
ACBK5g00250,.
ACBK5g00251,Mpyg-5-000176
ACBK5g00252,Mpyg-5-000177
ACBK5g00253,Mpyg-5-000178
ACBK5g00254,.
ACBK5g00255,Mpyg-5-000179
ACBK5g00256,Mpyg-5-000180
ACBK5g00257,.
ACBK5g00258,.
ACBK5g00259,.
ACBK5g00260,.
ACBK5g00261,.
ACBK5g00262,.
ACBK5g00263,Mpyg-5-000181
ACBK5g00264,Mpyg-5-000182
ACBK5g00265,Mpyg-5-000183
ACBK5g00266,Mpyg-5-000184
ACBK5g00267,Mpyg-5-000185
ACBK5g00268,.
ACBK5g00269,Mpyg-5-000186
ACBK5g00270,Mpyg-5-000187
ACBK5g00271,Mpyg-5-000188
ACBK5g00272,Mpyg-5-000189
ACBK5g00273,Mpyg-5-000190
ACBK5g00274,Mpyg-5-000191
ACBK5g00275,Mpyg-5-000192
ACBK5g00276,Mpyg-5-000194
ACBK5g00277,.
ACBK5g00278,.
ACBK5g00279,.
ACBK5g00280,Mpyg-5-000195
ACBK5g00281,.
ACBK5g00282,Mpyg-5-000198
ACBK5g00283,Mpyg-5-000199
ACBK5g00284,.
ACBK5g00285,Mpyg-5-000200
ACBK5g00286,Mpyg-5-000203
ACBK5g00287,.
ACBK5g00288,Mpyg-5-000204
ACBK5g00289,Mpyg-5-000205
ACBK5g00290,Mpyg-5-000206
ACBK5g00291,Mpyg-5-000207
ACBK5g00292,Mpyg-5-000208
ACBK5g00293,Mpyg-5-000209
ACBK5g00294,Mpyg-5-000210
ACBK5g00295,Mpyg-5-000211
ACBK5g00296,Mpyg-5-000212
ACBK5g00297,Mpyg-5-000213
ACBK5g00298,Mpyg-5-000214
ACBK5g00299,Mpyg-5-000215
ACBK5g00300,.
ACBK5g00301,.
ACBK5g00302,.
ACBK5g00303,.
ACBK5g00304,.
ACBK5g00305,Mpyg-5-000216
ACBK5g00306,.
ACBK5g00307,Mpyg-5-000219
ACBK5g00308,Mpyg-5-000220
ACBK5g00309,Mpyg-5-000221
ACBK5g00310,.
ACBK5g00311,.
ACBK5g00312,.
ACBK5g00313,.
ACBK5g00314,Mpyg-5-000223
ACBK5g00315,.
ACBK5g00316,.
ACBK5g00317,Mpyg-5-000224
ACBK5g00318,.
ACBK5g00319,.
ACBK5g00320,.
ACBK5g00321,.
ACBK5g00322,.
ACBK5g00323,.
ACBK5g00324,.
ACBK5g00325,.
ACBK5g00326,.
ACBK5g00327,.
ACBK5g00328,.
ACBK5g00329,.
ACBK5g00330,.
ACBK5g00331,.
ACBK5g00332,Mpyg-5-000226
ACBK5g00333,.
ACBK5g00334,Mpyg-5-000227
ACBK5g00335,.
ACBK5g00336,.
ACBK5g00337,Mpyg-5-000228
ACBK5g00338,.
ACBK5g00339,.
ACBK5g00340,Mpyg-5-000229
ACBK5g00341,Mpyg-5-000230
ACBK5g00342,.
ACBK5g00343,.
ACBK5g00344,.
ACBK5g00345,.
ACBK5g00346,Mpyg-5-000232
ACBK5g00347,Mpyg-5-000233
ACBK5g00348,Mpyg-5-000234
ACBK5g00349,Mpyg-5-000235
ACBK5g00350,Mpyg-5-000236
ACBK5g00351,Mpyg-5-000237
ACBK5g00352,Mpyg-5-000238
ACBK5g00353,.
ACBK5g00354,Mpyg-5-000240
ACBK5g00355,Mpyg-5-000241
ACBK5g00356,Mpyg-5-000242
ACBK5g00357,.
ACBK5g00358,.
ACBK5g00359,Mpyg-5-000243
ACBK5g00360,.
ACBK5g00361,.
ACBK5g00362,Mpyg-5-000246
ACBK5g00363,Mpyg-5-000247
ACBK5g00364,.
ACBK5g00365,.
ACBK5g00366,Mpyg-5-000248
ACBK5g00367,.
ACBK5g00368,Mpyg-5-000249
ACBK5g00369,Mpyg-5-000250
ACBK5g00370,Mpyg-5-000251
ACBK5g00371,.
ACBK5g00372,Mpyg-5-000252
ACBK5g00373,.
ACBK5g00374,Mpyg-5-000253
ACBK5g00375,.
ACBK5g00376,.
ACBK5g00377,Mpyg-5-000254
ACBK5g00378,Mpyg-5-000255
ACBK5g00379,Mpyg-5-000256
ACBK5g00380,Mpyg-5-000257
ACBK5g00381,.
ACBK5g00382,Mpyg-5-000259
ACBK5g00383,.
ACBK5g00384,Mpyg-5-000260
ACBK5g00385,Mpyg-5-000261
ACBK5g00386,Mpyg-5-000262
ACBK5g00387,Mpyg-5-000263
ACBK5g00388,Mpyg-5-000264
ACBK5g00389,Mpyg-5-000265
ACBK5g00390,Mpyg-5-000266
ACBK5g00391,Mpyg-5-000267
ACBK5g00392,Mpyg-5-000268
ACBK5g00393,.
ACBK5g00394,Mpyg-5-000269
ACBK5g00395,Mpyg-5-000270
ACBK5g00396,Mpyg-5-000271
ACBK5g00397,Mpyg-5-000272
ACBK5g00398,.
ACBK5g00399,Mpyg-5-000273
ACBK5g00400,.
ACBK5g00401,.
ACBK5g00402,Mpyg-5-000274
ACBK5g00403,Mpyg-5-000275
ACBK5g00404,Mpyg-5-000276
ACBK5g00405,.
ACBK5g00406,Mpyg-5-000277
ACBK5g00407,Mpyg-5-000278
ACBK5g00408,Mpyg-5-000279
ACBK5g00409,Mpyg-5-000280
ACBK5g00410,.
ACBK5g00411,.
ACBK5g00412,.
ACBK5g00413,Mpyg-5-000281
ACBK5g00414,.
ACBK5g00415,.
ACBK5g00416,.
ACBK5g00417,Mpyg-5-000283
ACBK5g00418,.
ACBK5g00419,.
ACBK5g00420,.
ACBK5g00421,.
ACBK5g00422,Mpyg-5-000284
ACBK5g00423,.
ACBK5g00424,.
ACBK5g00425,.
ACBK5g00426,.
ACBK5g00427,.
ACBK5g00428,.
ACBK5g00429,.
ACBK5g00430,Mpyg-5-000286
ACBK5g00431,.
ACBK5g00432,Mpyg-5-000287
ACBK5g00433,Mpyg-5-000288
ACBK5g00434,Mpyg-5-000289
ACBK5g00435,Mpyg-5-000290
ACBK5g00436,Mpyg-5-000291
ACBK5g00437,.
ACBK5g00438,Mpyg-5-000292
ACBK5g00439,Mpyg-5-000293
ACBK5g00440,Mpyg-5-000294
ACBK5g00441,Mpyg-5-000295
ACBK5g00442,.
ACBK5g00443,.
ACBK5g00444,Mpyg-5-000296
ACBK5g00445,.
ACBK5g00446,Mpyg-5-000298
ACBK5g00447,Mpyg-5-000299
ACBK5g00448,Mpyg-5-000301
ACBK5g00449,Mpyg-5-000302
ACBK5g00450,Mpyg-5-000303
ACBK5g00451,Mpyg-5-000304
ACBK5g00452,Mpyg-5-000305
ACBK5g00453,Mpyg-5-000306
ACBK5g00454,Mpyg-5-000308
ACBK5g00455,.
ACBK5g00456,Mpyg-5-000309
ACBK5g00457,Mpyg-5-000310
ACBK5g00458,.
ACBK5g00459,Mpyg-5-000311
ACBK5g00460,.
ACBK5g00461,Mpyg-5-000312
ACBK5g00462,Mpyg-5-000313
ACBK5g00463,Mpyg-5-000314
ACBK5g00464,Mpyg-5-000315
ACBK5g00465,Mpyg-5-000316
ACBK5g00466,Mpyg-5-000317
ACBK5g00467,Mpyg-5-000318
ACBK5g00468,Mpyg-5-000319
ACBK5g00469,Mpyg-5-000320
ACBK5g00470,Mpyg-5-000321
ACBK5g00471,Mpyg-5-000322
ACBK5g00472,Mpyg-5-000323
ACBK5g00473,Mpyg-5-000324
ACBK5g00474,Mpyg-5-000325
ACBK5g00475,Mpyg-5-000326
ACBK5g00476,Mpyg-5-000327
ACBK5g00477,Mpyg-5-000328
ACBK5g00478,Mpyg-5-000331
ACBK5g00479,Mpyg-5-000334
ACBK5g00480,.
ACBK5g00481,.
ACBK5g00482,.
ACBK5g00483,Mpyg-5-000337
ACBK5g00484,.
ACBK5g00485,.
ACBK5g00486,.
ACBK5g00487,.
ACBK5g00488,.
ACBK5g00489,Mpyg-5-000338
ACBK5g00490,Mpyg-5-000339
ACBK5g00491,Mpyg-5-000340
ACBK5g00492,.
ACBK5g00493,.
ACBK5g00494,Mpyg-5-000341
ACBK5g00495,.
ACBK5g00496,.
ACBK5g00497,.
ACBK5g00498,.
ACBK5g00499,.
ACBK5g00500,Mpyg-5-000342
ACBK5g00501,.
ACBK5g00502,Mpyg-5-000343
ACBK5g00503,Mpyg-5-000344
ACBK5g00504,Mpyg-5-000345
ACBK5g00505,Mpyg-5-000346
ACBK5g00506,.
ACBK5g00507,Mpyg-5-000347
ACBK5g00508,Mpyg-5-000348
ACBK5g00509,Mpyg-5-000349
ACBK5g00510,Mpyg-5-000350
ACBK5g00511,.
ACBK5g00512,.
ACBK5g00513,Mpyg-5-000351
ACBK5g00514,.
ACBK5g00515,.
ACBK5g00516,.
ACBK5g00517,.
ACBK5g00518,Mpyg-5-000352
ACBK5g00519,.
ACBK5g00520,.
ACBK5g00521,.
ACBK5g00522,Mpyg-5-000353
ACBK5g00523,Mpyg-5-000354
ACBK5g00524,Mpyg-5-000355
ACBK5g00525,.
ACBK5g00526,Mpyg-5-000356
ACBK5g00527,Mpyg-5-000357
ACBK5g00528,Mpyg-5-000358
ACBK5g00529,Mpyg-5-000360
ACBK5g00530,.
ACBK5g00531,Mpyg-5-000361
ACBK5g00532,.
ACBK5g00533,.
ACBK5g00534,Mpyg-5-000362
ACBK5g00535,Mpyg-5-000363
ACBK5g00536,.
ACBK5g00537,Mpyg-5-000364
ACBK5g00538,Mpyg-5-000365
ACBK5g00539,.
ACBK5g00540,Mpyg-5-000366
ACBK5g00541,.
ACBK5g00542,Mpyg-5-000368
ACBK5g00543,Mpyg-5-000371
ACBK5g00544,Mpyg-5-000372
ACBK5g00545,.
ACBK5g00546,Mpyg-5-000373
ACBK5g00547,.
ACBK5g00548,Mpyg-5-000374
ACBK5g00549,Mpyg-5-000375
ACBK5g00550,Mpyg-5-000376
ACBK5g00551,Mpyg-5-000377
ACBK5g00552,.
ACBK5g00553,.
ACBK5g00554,Mpyg-5-000378
ACBK5g00555,.
ACBK5g00556,.
ACBK5g00557,.
ACBK5g00558,Mpyg-5-000379
ACBK5g00559,Mpyg-5-000381
ACBK5g00560,Mpyg-5-000382
ACBK5g00561,.
ACBK5g00562,.
ACBK5g00563,Mpyg-5-000383
ACBK5g00564,Mpyg-5-000384
ACBK5g00565,Mpyg-5-000385
ACBK5g00566,Mpyg-5-000386
ACBK5g00567,.
ACBK5g00568,Mpyg-5-000387
ACBK5g00569,.
ACBK5g00570,.
ACBK5g00571,.
ACBK5g00572,.
ACBK5g00573,.
ACBK5g00574,Mpyg-5-000388
ACBK5g00575,Mpyg-5-000389
ACBK5g00576,Mpyg-5-000391
ACBK5g00577,Mpyg-5-000392
ACBK5g00578,.
ACBK5g00579,.
ACBK5g00580,.
ACBK5g00581,.
ACBK5g00582,.
ACBK5g00583,.
ACBK5g00584,.
ACBK5g00585,.
ACBK5g00586,Mpyg-5-000396
ACBK5g00587,.
ACBK5g00588,Mpyg-5-000397
ACBK5g00589,Mpyg-5-000398
ACBK5g00590,Mpyg-5-000399
ACBK5g00591,Mpyg-5-000400
ACBK5g00592,.
ACBK5g00593,.
ACBK5g00594,.
ACBK5g00595,.
ACBK5g00596,Mpyg-5-000402
ACBK5g00597,Mpyg-5-000403
ACBK5g00598,Mpyg-5-000404
ACBK5g00599,Mpyg-5-000405
ACBK5g00600,Mpyg-5-000406
ACBK5g00601,.
ACBK5g00602,Mpyg-5-000407
ACBK5g00603,Mpyg-5-000408
ACBK5g00604,.
ACBK5g00605,.
ACBK5g00606,Mpyg-5-000409
ACBK5g00607,.
ACBK5g00608,.
ACBK5g00609,.
ACBK5g00610,Mpyg-5-000411
ACBK5g00611,Mpyg-5-000412
ACBK5g00612,Mpyg-5-000413
ACBK5g00613,Mpyg-5-000414
ACBK5g00614,Mpyg-5-000416
ACBK5g00615,.
ACBK5g00616,.
ACBK5g00617,Mpyg-5-000417
ACBK5g00618,.
ACBK5g00619,Mpyg-5-000418
ACBK5g00620,Mpyg-5-000419
ACBK5g00621,Mpyg-5-000420
ACBK5g00622,.
ACBK5g00623,.
ACBK5g00624,Mpyg-5-000421
ACBK5g00625,Mpyg-5-000422
ACBK5g00626,Mpyg-5-000423
ACBK5g00627,Mpyg-5-000424
ACBK5g00628,.
ACBK5g00629,.
ACBK5g00630,Mpyg-5-000425
ACBK5g00631,Mpyg-5-000426
ACBK5g00632,.
ACBK5g00633,Mpyg-5-000427
ACBK5g00634,.
ACBK5g00635,Mpyg-5-000428
ACBK5g00636,Mpyg-5-000429
ACBK5g00637,Mpyg-5-000430
ACBK5g00638,.
ACBK5g00639,.
ACBK5g00640,.
ACBK5g00641,Mpyg-5-000431
ACBK5g00642,Mpyg-5-000432
ACBK5g00643,Mpyg-5-000433
ACBK5g00644,.
ACBK5g00645,Mpyg-5-000434
ACBK5g00646,.
ACBK5g00647,Mpyg-5-000436
ACBK5g00648,.
ACBK5g00649,.
ACBK5g00650,.
ACBK5g00651,.
ACBK5g00652,.
ACBK5g00653,.
ACBK5g00654,Mpyg-5-000437
ACBK5g00655,.
ACBK5g00656,.
ACBK5g00657,.
ACBK5g00658,.
ACBK5g00659,.
ACBK5g00660,.
ACBK5g00661,Mpyg-5-000439
ACBK5g00662,.
ACBK5g00663,Mpyg-5-000441
ACBK5g00664,.
ACBK5g00665,.
ACBK5g00666,.
ACBK5g00667,.
ACBK5g00668,Mpyg-5-000442
ACBK5g00669,Mpyg-5-000443
ACBK5g00670,Mpyg-5-000444
ACBK5g00671,.
ACBK5g00672,Mpyg-5-000445
ACBK5g00673,.
ACBK5g00674,Mpyg-5-000446
ACBK5g00675,.
ACBK5g00676,Mpyg-5-000447
ACBK5g00677,.
ACBK5g00678,Mpyg-5-000448
ACBK5g00679,Mpyg-5-000449
ACBK5g00680,.
ACBK5g00681,Mpyg-5-000451
ACBK5g00682,.
ACBK5g00683,.
ACBK5g00684,.
ACBK5g00685,.
ACBK5g00686,.
ACBK5g00687,Mpyg-5-000452
ACBK5g00688,.
ACBK5g00689,Mpyg-5-000453
ACBK5g00690,.
ACBK5g00691,Mpyg-5-000454
ACBK5g00692,.
ACBK5g00693,Mpyg-5-000455
ACBK5g00694,Mpyg-5-000456
ACBK5g00695,.
ACBK5g00696,Mpyg-5-000457
ACBK5g00697,Mpyg-5-000458
ACBK5g00698,Mpyg-5-000459
ACBK5g00699,.
