ACBK1g00001,Bdiv-1-001721
ACBK5g00570,.
ACBK5g00571,.
ACBK5g00572,.
ACBK5g00573,.
ACBK5g00574,Bdiv-5-001979
ACBK5g00575,Bdiv-5-001980
ACBK5g00576,Bdiv-5-001982
ACBK5g00577,Bdiv-5-001983
ACBK5g00578,Bdiv-5-001985
ACBK5g00579,.
ACBK5g00580,.
ACBK5g00581,.
ACBK5g00582,.
ACBK5g00583,.
ACBK5g00584,Bdiv-5-001986
ACBK5g00585,.
ACBK5g00586,Bdiv-5-001989
ACBK5g00587,Bdiv-5-001990
ACBK5g00588,Bdiv-5-001991
ACBK5g00589,Bdiv-5-001992
ACBK5g00590,Bdiv-5-001993
ACBK5g00591,Bdiv-5-001996
ACBK5g00592,.
ACBK5g00593,.
ACBK5g00594,.
ACBK5g00595,.
ACBK5g00596,Bdiv-5-001998
ACBK5g00597,Bdiv-5-001999
ACBK5g00598,.
ACBK5g00599,Bdiv-5-002001
ACBK5g00600,.
ACBK5g00601,.
ACBK5g00602,Bdiv-5-002003
ACBK5g00603,Bdiv-5-002004
ACBK5g00604,Bdiv-5-002006
ACBK5g00605,.
ACBK5g00606,Bdiv-5-002008
ACBK5g00607,.
ACBK5g00608,.
ACBK5g00609,.
ACBK5g00610,.
ACBK5g00611,Bdiv-5-002011
ACBK5g00612,Bdiv-5-002015
ACBK5g00613,Bdiv-5-002016
ACBK5g00614,Bdiv-5-002017
ACBK5g00615,.
ACBK5g00616,.
ACBK5g00617,Bdiv-5-002018
ACBK5g00618,.
ACBK5g00619,Bdiv-5-002020
ACBK5g00620,Bdiv-5-002021
ACBK5g00621,.
ACBK5g00622,.
ACBK5g00623,Bdiv-5-002023
ACBK5g00624,.
ACBK5g00625,Bdiv-5-002026
ACBK5g00626,Bdiv-5-002027
ACBK5g00627,Bdiv-5-002028
ACBK5g00628,.
ACBK5g00629,.
ACBK5g00630,.
ACBK5g00631,Bdiv-5-002032
ACBK5g00632,.
ACBK5g00633,Bdiv-5-002033
ACBK5g00634,.
ACBK5g00635,Bdiv-5-002035
ACBK5g00636,Bdiv-5-002036
ACBK5g00637,.
ACBK5g00638,Bdiv-5-002037
ACBK5g00639,.
ACBK5g00640,.
ACBK5g00641,.
ACBK5g00642,.
ACBK5g00643,Bdiv-5-002042
ACBK5g00644,.
ACBK5g00645,Bdiv-5-002044
ACBK5g00646,Bdiv-5-002046
ACBK5g00647,.
ACBK5g00648,.
ACBK5g00649,.
ACBK5g00650,.
ACBK5g00651,.
ACBK5g00652,.
ACBK5g00653,.
ACBK5g00654,.
ACBK5g00655,.
ACBK5g00656,.
ACBK5g00657,.
ACBK5g00658,.
ACBK5g00659,.
ACBK5g00660,.
ACBK5g00661,Bdiv-5-002051
ACBK5g00662,Bdiv-5-002052
ACBK5g00663,Bdiv-5-002053
ACBK5g00664,.
ACBK5g00665,.
ACBK5g00666,.
ACBK5g00667,.
ACBK5g00668,Bdiv-5-002060
ACBK5g00669,.
ACBK5g00670,Bdiv-5-002062
ACBK5g00671,.
ACBK5g00672,Bdiv-5-002063
ACBK5g00673,.
ACBK5g00674,Bdiv-5-002065
ACBK5g00675,Bdiv-5-002066
ACBK5g00676,.
ACBK5g00677,.
ACBK5g00678,Bdiv-5-002069
ACBK5g00679,.
ACBK5g00680,.
ACBK5g00681,Bdiv-5-002070
ACBK5g00682,.
ACBK5g00683,.
ACBK5g00684,.
ACBK5g00685,.
ACBK5g00686,Bdiv-5-002072
ACBK5g00687,Bdiv-5-002073
ACBK5g00688,.
ACBK5g00689,Bdiv-5-002074
ACBK5g00690,.
ACBK5g00691,.
ACBK5g00692,.
ACBK5g00693,Bdiv-5-002076
ACBK5g00694,Bdiv-5-002077
ACBK5g00695,.
ACBK5g00696,Bdiv-5-002078
ACBK5g00697,Bdiv-5-002079
ACBK5g00698,Bdiv-5-002080
ACBK5g00699,.
ACBK5g00700,.
ACBK5g00701,.
ACBK5g00702,.
ACBK5g00703,Bdiv-5-002082
ACBK5g00704,Bdiv-5-002083
ACBK5g00705,Bdiv-5-002084
ACBK5g00706,Bdiv-5-002085
ACBK5g00707,Bdiv-5-002086
ACBK5g00708,.
ACBK5g00709,.
ACBK5g00710,.
ACBK5g00711,Bdiv-5-002087
ACBK5g00712,Bdiv-5-002091
ACBK5g00713,.
ACBK5g00714,.
ACBK5g00715,.
ACBK5g00716,.
ACBK5g00717,Bdiv-5-002094
ACBK5g00718,.
ACBK5g00719,.
ACBK5g00720,Bdiv-5-002096
ACBK5g00721,.
ACBK5g00722,.
ACBK5g00723,.
ACBK5g00724,.
ACBK5g00725,.
ACBK5g00726,Bdiv-5-002098
ACBK5g00727,.
ACBK5g00728,.
ACBK5g00729,Bdiv-5-002100
ACBK5g00730,Bdiv-5-002101
ACBK5g00731,Bdiv-5-002102
ACBK5g00732,Bdiv-5-002103
ACBK5g00733,.
ACBK5g00734,Bdiv-5-002104
ACBK5g00735,.
ACBK5g00736,.
ACBK5g00737,.
ACBK5g00738,Bdiv-5-002107
ACBK5g00739,Bdiv-5-002108
ACBK5g00740,.
ACBK5g00741,Bdiv-5-002109
ACBK5g00742,Bdiv-5-002110
ACBK5g00743,Bdiv-5-002114
ACBK5g00744,.
ACBK5g00745,Bdiv-5-002115
ACBK5g00746,Bdiv-5-002116
ACBK5g00747,Bdiv-5-002117
ACBK5g00748,Bdiv-5-002118
ACBK5g00749,Bdiv-5-002119
ACBK5g00750,Bdiv-5-002120
ACBK5g00751,.
ACBK5g00752,.
ACBK5g00753,.
ACBK5g00754,.
ACBK5g00755,.
ACBK5g00756,.
ACBK5g00757,Bdiv-5-002131
ACBK5g00758,Bdiv-5-002132
ACBK5g00759,.
ACBK5g00760,.
ACBK5g00761,.
ACBK5g00762,.
ACBK5g00763,.
ACBK5g00764,.
ACBK5g00765,Bdiv-5-002136
ACBK5g00766,Bdiv-5-002137
ACBK5g00767,.
ACBK5g00768,Bdiv-5-002139
ACBK5g00769,.
ACBK5g00770,Bdiv-5-002141
ACBK5g00771,Bdiv-5-002143
ACBK5g00772,Bdiv-5-002144
ACBK5g00773,Bdiv-5-002127
ACBK5g00774,Bdiv-5-002128
ACBK5g00775,.
ACBK5g00776,.
ACBK5g00777,Bdiv-5-002146
ACBK5g00778,.
ACBK5g00779,Bdiv-5-002148
ACBK5g00780,.
ACBK5g00781,.
ACBK5g00782,Bdiv-5-002149
ACBK5g00783,.
ACBK5g00784,.
ACBK5g00785,Bdiv-5-002151
ACBK5g00786,.
ACBK5g00787,.
ACBK5g00788,.
ACBK5g00789,.
ACBK5g00790,Bdiv-5-002153
ACBK5g00791,Bdiv-5-002154
ACBK5g00792,Bdiv-5-002156
ACBK5g00793,Bdiv-5-002157
ACBK5g00794,.
ACBK5g00795,.
ACBK5g00796,.
ACBK5g00797,.
ACBK5g00798,.
ACBK5g00799,.
ACBK5g00800,Bdiv-5-002158
ACBK5g00801,.
ACBK5g00802,Bdiv-5-002160
ACBK5g00803,Bdiv-5-002161
ACBK5g00804,Bdiv-5-002162
ACBK5g00805,.
ACBK5g00806,.
ACBK5g00807,Bdiv-5-002166
ACBK5g00808,.
ACBK5g00809,.
ACBK5g00810,.
ACBK5g00811,.
ACBK5g00812,Bdiv-5-002169
ACBK5g00813,.
ACBK5g00814,.
ACBK5g00815,.
ACBK5g00816,.
ACBK5g00817,Bdiv-5-002174
ACBK5g00818,.
ACBK5g00819,.
ACBK5g00820,.
ACBK5g00821,Bdiv-5-002188
ACBK5g00822,.
ACBK5g00823,Bdiv-5-002189
ACBK5g00824,.
ACBK5g00825,.
ACBK5g00826,Bdiv-5-002191
ACBK5g00827,.
ACBK5g00828,Bdiv-5-002192
ACBK5g00829,Bdiv-5-002193
ACBK5g00830,.
ACBK5g00831,Bdiv-5-002194
ACBK5g00832,Bdiv-5-002195
ACBK5g00833,.
ACBK5g00834,.
ACBK5g00835,.
ACBK5g00836,.
ACBK5g00837,.
ACBK5g00838,.
ACBK5g00839,.
ACBK5g00840,.
ACBK5g00841,.
ACBK5g00842,.
ACBK5g00843,.
ACBK5g00844,.
ACBK5g00845,.
ACBK5g00846,.
ACBK5g00847,.
ACBK5g00848,.
ACBK5g00849,.
ACBK5g00850,.
ACBK5g00851,Bdiv-5-002197
ACBK5g00852,.
ACBK5g00853,.
ACBK5g00854,Bdiv-5-002199
ACBK5g00855,Bdiv-5-002200
ACBK5g00856,.
ACBK5g00857,Bdiv-5-002202
ACBK5g00858,.
ACBK5g00859,.
ACBK5g00860,.
ACBK5g00861,.
ACBK5g00862,Bdiv-5-002203
ACBK5g00863,Bdiv-5-002204
ACBK5g00864,Bdiv-5-002206
ACBK5g00865,.
ACBK5g00866,Bdiv-5-002209
ACBK5g00867,.
ACBK5g00868,.
ACBK5g00869,.
ACBK5g00870,.
ACBK5g00871,.
ACBK5g00872,.
ACBK5g00873,.
ACBK5g00874,.
ACBK5g00875,.
ACBK5g00876,.
ACBK5g00877,.
ACBK5g00878,.
ACBK5g00879,.
ACBK5g00880,.
ACBK5g00881,.
ACBK5g00882,.
ACBK5g00883,.
ACBK5g00884,.
ACBK5g00885,.
ACBK5g00886,.
ACBK5g00887,.
ACBK5g00888,.
ACBK5g00889,.
ACBK5g00890,Bdiv-5-002214
ACBK5g00891,Bdiv-5-002215
ACBK5g00892,Bdiv-5-002216
ACBK5g00893,.
ACBK5g00894,.
ACBK5g00895,Bdiv-5-002222
ACBK5g00896,.
ACBK5g00897,.
ACBK5g00898,.
ACBK5g00899,Bdiv-5-002258
ACBK5g00900,Bdiv-5-002256
ACBK5g00901,.
ACBK5g00902,.
ACBK5g00903,.
ACBK5g00904,.
ACBK5g00905,Bdiv-5-002252
ACBK5g00906,.
ACBK5g00907,.
ACBK5g00908,.
ACBK5g00909,.
ACBK5g00910,Bdiv-5-002247
ACBK5g00911,.
ACBK5g00912,.
ACBK5g00913,.
ACBK5g00914,.
ACBK5g00915,Bdiv-5-002244
ACBK5g00916,.
ACBK5g00917,Bdiv-5-002242
ACBK5g00918,Bdiv-5-002241
ACBK5g00919,.
ACBK5g00920,.
ACBK5g00921,Bdiv-5-002239
ACBK5g00922,Bdiv-5-002237
ACBK5g00923,.
ACBK5g00924,.
ACBK5g00925,.
ACBK5g00926,.
ACBK5g00927,.
ACBK5g00928,.
ACBK5g00929,.
ACBK5g00930,.
ACBK5g00931,.
ACBK5g00932,Bdiv-5-002235
ACBK5g00933,Bdiv-5-002234
ACBK5g00934,.
ACBK5g00935,.
ACBK5g00936,.
ACBK5g00937,.
ACBK5g00938,.
ACBK5g00939,.
ACBK5g00940,.
ACBK5g00941,.
ACBK5g00942,.
ACBK5g00943,.
ACBK5g00944,Bdiv-5-002229
ACBK5g00945,.
ACBK5g00946,.
ACBK5g00947,Bdiv-5-002227
ACBK5g00948,Bdiv-5-002268
ACBK5g00949,.
ACBK5g00950,.
ACBK5g00951,.
ACBK5g00952,Bdiv-5-002226
ACBK5g00953,Bdiv-5-002225
ACBK5g00954,Bdiv-5-002224
ACBK5g00955,.
ACBK5g00956,.
ACBK5g00957,.
ACBK5g00958,.
ACBK5g00959,.
ACBK5g00960,Bdiv-5-002273
ACBK5g00961,Bdiv-5-002274
ACBK5g00962,.
ACBK5g00963,Bdiv-5-002275
ACBK5g00964,.
ACBK5g00965,.
ACBK5g00966,.
ACBK5g00967,.
ACBK5g00968,.
ACBK5g00969,Bdiv-5-002281
ACBK5g00970,Bdiv-5-002282
ACBK5g00971,.
ACBK5g00972,Bdiv-5-002285
ACBK5g00973,.
ACBK5g00974,.
ACBK5g00975,.
ACBK5g00976,.
ACBK5g00977,.
ACBK5g00978,.
ACBK5g00979,.
ACBK5g00980,Bdiv-5-002290
ACBK5g00981,Bdiv-5-002291
ACBK5g00982,Bdiv-5-002292
ACBK5g00983,.
ACBK5g00984,.
ACBK5g00985,.
ACBK5g00986,Bdiv-5-002296
ACBK5g00987,Bdiv-5-002297
ACBK5g00988,.
ACBK5g00989,.
ACBK5g00990,.
ACBK5g00991,.
ACBK5g00992,.
ACBK5g00993,.
ACBK5g00994,Bdiv-5-002301
ACBK5g00995,.
ACBK5g00996,.
ACBK5g00997,.
ACBK5g00998,.
ACBK5g00999,.
ACBK5g01000,.
ACBK5g01001,.
ACBK5g01002,.
ACBK5g01003,Bdiv-5-002302
ACBK5g01004,Bdiv-5-002303
ACBK5g01005,.
ACBK5g01006,.
ACBK5g01007,Bdiv-5-002304
ACBK5g01008,.
ACBK5g01009,Bdiv-5-002306
ACBK5g01010,Bdiv-5-002307
ACBK5g01011,Bdiv-5-002308
ACBK5g01012,Bdiv-5-002309
ACBK5g01013,.
ACBK5g01014,.
ACBK5g01015,.
ACBK5g01016,Bdiv-5-002311
ACBK5g01017,.
ACBK5g01018,Bdiv-5-002312
ACBK5g01019,.
ACBK5g01020,Bdiv-5-002313
ACBK5g01021,.
ACBK5g01022,Bdiv-5-002315
ACBK5g01023,Bdiv-5-002316
ACBK5g01024,.
ACBK5g01025,.
ACBK5g01026,.
ACBK5g01027,.
ACBK5g01028,.
ACBK5g01029,.
ACBK5g01030,.
ACBK5g01031,.
ACBK5g01032,Bdiv-5-002318
ACBK5g01033,Bdiv-5-002320
ACBK5g01034,.
ACBK5g01035,.
ACBK5g01036,.
ACBK5g01037,.
ACBK5g01038,Bdiv-5-002324
ACBK5g01039,.
ACBK5g01040,.
ACBK5g01041,Bdiv-5-002338
ACBK5g01042,.
ACBK5g01043,Bdiv-5-002341
ACBK5g01044,.
ACBK5g01045,.
ACBK5g01046,.
ACBK5g01047,Bdiv-5-002343
ACBK5g01048,Bdiv-5-002344
ACBK5g01049,.
ACBK5g01050,Bdiv-5-002346
ACBK5g01051,.
ACBK5g01052,.
ACBK5g01053,.
ACBK5g01054,.
ACBK5g01055,.
ACBK5g01056,.
ACBK5g01057,.
ACBK5g01058,.
ACBK5g01059,.
ACBK5g01060,.
ACBK5g01061,.
ACBK5g01062,.
ACBK5g01063,.
ACBK5g01064,.
ACBK5g01065,.
ACBK5g01066,.
ACBK5g01067,.
ACBK5g01068,.
ACBK5g01069,.
ACBK5g01070,.
ACBK5g01071,Bdiv-5-002352
ACBK5g01072,Bdiv-5-002353
ACBK5g01073,.
ACBK5g01074,Bdiv-5-002354
ACBK5g01075,Bdiv-5-002355
ACBK5g01076,Bdiv-5-002359
ACBK5g01077,Bdiv-5-002360
ACBK5g01078,.
ACBK5g01079,Bdiv-5-002362
ACBK5g01080,Bdiv-5-002363
ACBK5g01081,.
ACBK5g01082,.
ACBK5g01083,.
ACBK5g01084,Bdiv-5-002369
ACBK5g01085,Bdiv-5-002370
ACBK5g01086,Bdiv-5-002371
ACBK5g01087,Bdiv-5-002372
ACBK5g01088,.
ACBK5g01089,Bdiv-5-002373
ACBK5g01090,Bdiv-5-002375
ACBK5g01091,Bdiv-5-002376
ACBK5g01092,.
ACBK5g01093,Bdiv-5-002379
ACBK5g01094,Bdiv-5-002380
ACBK5g01095,.
ACBK5g01096,.
ACBK5g01097,.
ACBK5g01098,.
ACBK5g01099,.
ACBK5g01100,.
ACBK5g01101,.
ACBK5g01102,Bdiv-5-002387
ACBK5g01103,.
ACBK5g01104,.
ACBK5g01105,.
ACBK5g01106,Bdiv-5-002394
ACBK5g01107,.
ACBK5g01108,Bdiv-5-002395
ACBK5g01109,.
ACBK5g01110,.
ACBK5g01111,Bdiv-5-002398
ACBK5g01112,.
ACBK5g01113,.
ACBK5g01114,.
ACBK5g01115,Bdiv-5-002399
ACBK5g01116,.
ACBK5g01117,.
ACBK5g01118,.
ACBK5g01119,Bdiv-5-002400
ACBK5g01120,Bdiv-5-002401
ACBK5g01121,.
ACBK5g01122,.
ACBK5g01123,.
ACBK5g01124,Bdiv-5-002403
ACBK5g01125,.
ACBK5g01126,Bdiv-5-002404
ACBK5g01127,Bdiv-5-002405
ACBK5g01128,.
ACBK5g01129,Bdiv-5-002407
ACBK5g01130,.
ACBK5g01131,Bdiv-5-002408
ACBK5g01132,Bdiv-5-002409
ACBK5g01133,.
ACBK5g01134,Bdiv-5-002411
ACBK5g01135,Bdiv-5-002412
ACBK5g01136,.
ACBK5g01137,.
ACBK5g01138,.
ACBK5g01139,Bdiv-5-002416
ACBK5g01140,.
ACBK5g01141,.
ACBK5g01142,.
ACBK5g01143,.
ACBK5g01144,.
ACBK5g01145,.
ACBK5g01146,.
ACBK5g01147,.
ACBK5g01148,.
ACBK5g01149,.
ACBK5g01150,.
ACBK5g01151,.
ACBK5g01152,.
ACBK5g01153,.
ACBK5g01154,.
ACBK5g01155,.
ACBK5g01156,.
ACBK5g01157,.
ACBK5g01158,.
ACBK5g01159,.
ACBK5g01160,Bdiv-5-002420
ACBK5g01161,Bdiv-5-002421
ACBK5g01162,.
ACBK5g01163,Bdiv-5-002422
ACBK5g01164,.
ACBK5g01165,.
ACBK5g01166,.
ACBK5g01167,.
ACBK5g01168,.
ACBK5g01169,.
ACBK5g01170,.
ACBK5g01171,.
ACBK5g01172,.
ACBK5g01173,Bdiv-5-002428
ACBK5g01174,.
ACBK5g01175,.
ACBK5g01176,.
ACBK5g01177,.
ACBK5g01178,.
ACBK5g01179,Bdiv-5-002430
ACBK5g01180,.
ACBK5g01181,.
ACBK5g01182,.
ACBK5g01183,.
ACBK5g01184,Bdiv-5-002432
ACBK5g01185,.
ACBK5g01186,.
ACBK5g01187,Bdiv-5-002434
ACBK5g01188,Bdiv-5-002436
ACBK5g01189,.
ACBK5g01190,Bdiv-5-002437
ACBK5g01191,.
ACBK5g01192,.
ACBK5g01193,.
ACBK5g01194,Bdiv-5-002439
ACBK5g01195,.
ACBK5g01196,Bdiv-5-002440
ACBK5g01197,.
ACBK5g01198,Bdiv-3-000258
ACBK5g01199,Bdiv-3-000259
ACBK5g01200,.
ACBK5g01201,.
ACBK5g01202,.
ACBK5g01203,.
ACBK5g01204,Bdiv-3-000261
ACBK5g01205,.
ACBK5g01206,.
ACBK5g01207,Bdiv-3-000262
ACBK5g01208,Bdiv-3-000263
ACBK5g01209,Bdiv-3-000264
ACBK5g01210,Bdiv-3-000265
ACBK5g01211,Bdiv-3-000266
ACBK5g01212,Bdiv-3-000267
ACBK5g01213,Bdiv-3-000269
ACBK5g01214,Bdiv-3-000270
ACBK5g01215,.
ACBK5g01216,.
ACBK5g01217,.
ACBK5g01218,Bdiv-3-000271
ACBK5g01219,Bdiv-3-000272
ACBK5g01220,Bdiv-5-002443
ACBK5g01221,.
ACBK5g01222,Bdiv-5-002444
ACBK5g01223,Bdiv-3-000275
ACBK5g01224,.
ACBK5g01225,.
ACBK5g01226,.
ACBK5g01227,.
ACBK5g01228,Bdiv-5-002448
ACBK5g01229,Bdiv-5-002449
ACBK5g01230,Bdiv-5-002450
ACBK5g01231,.
ACBK5g01232,Bdiv-5-002454
ACBK5g01233,Bdiv-5-002455
ACBK5g01234,.
ACBK5g01235,.
ACBK5g01236,.
ACBK5g01237,Bdiv-5-002456
ACBK5g01238,.
ACBK5g01239,.
ACBK5g01240,.
ACBK5g01241,.
ACBK5g01242,.
ACBK5g01243,Bdiv-5-002460
ACBK5g01244,.
ACBK5g01245,Bdiv-5-002462
ACBK5g01246,Bdiv-5-002463
ACBK5g01247,.
ACBK5g01248,Bdiv-5-002465
ACBK5g01249,Bdiv-5-002466
ACBK5g01250,.
ACBK5g01251,Bdiv-5-002467
ACBK5g01252,Bdiv-5-002468
ACBK5g01253,.
ACBK5g01254,.
ACBK5g01255,Bdiv-5-002473
ACBK5g01256,.
ACBK5g01257,.
ACBK5g01258,Bdiv-5-002475
ACBK5g01259,.
ACBK5g01260,.
ACBK5g01261,Bdiv-5-002477
ACBK5g01262,.
ACBK5g01263,.
ACBK5g01264,Bdiv-5-002479
ACBK5g01265,.
ACBK5g01266,Bdiv-5-002481
ACBK5g01267,Bdiv-5-002482
ACBK5g01268,.
ACBK5g01269,Bdiv-5-002483
ACBK5g01270,Bdiv-5-002484
ACBK5g01271,.
ACBK5g01272,.
ACBK5g01273,.
ACBK5g01274,.
ACBK5g01275,.
ACBK5g01276,Bdiv-5-002485
ACBK5g01277,Bdiv-5-002486
ACBK5g01278,.
ACBK5g01279,Bdiv-5-002488
ACBK5g01280,.
ACBK5g01281,.
ACBK5g01282,.
ACBK5g01283,Bdiv-5-002489
ACBK5g01284,.
ACBK5g01285,.
ACBK5g01286,Bdiv-5-002493
ACBK5g01287,Bdiv-5-002494
ACBK5g01288,Bdiv-5-002495
ACBK5g01289,.
ACBK5g01290,.
ACBK5g01291,.
ACBK5g01292,Bdiv-5-002496
ACBK5g01293,Bdiv-5-002497
ACBK5g01294,.
ACBK5g01295,.
ACBK5g01296,Bdiv-5-002509
ACBK5g01297,Bdiv-5-002510
ACBK5g01298,Bdiv-5-002511
ACBK5g01299,.
ACBK5g01300,.
ACBK5g01301,Bdiv-5-002513
ACBK5g01302,Bdiv-5-002514
ACBK5g01303,Bdiv-5-002515
ACBK5g01304,Bdiv-5-002516
ACBK5g01305,.
ACBK5g01306,Bdiv-5-002517
ACBK5g01307,.
ACBK5g01308,.
ACBK5g01309,.
ACBK5g01310,.
ACBK5g01311,.
ACBK5g01312,.
ACBK5g01313,.
ACBK5g01314,.
ACBK5g01315,.
ACBK5g01316,.
ACBK5g01317,.
ACBK5g01318,Bdiv-5-002518
ACBK5g01319,Bdiv-5-002519
ACBK5g01320,Bdiv-5-002520
ACBK5g01321,.
ACBK5g01322,Bdiv-5-002522
ACBK5g01323,Bdiv-5-002523
ACBK5g01324,Bdiv-5-002524
ACBK5g01325,Bdiv-5-002525
ACBK5g01326,.
ACBK5g01327,Bdiv-5-002527
ACBK5g01328,.
ACBK5g01329,.
ACBK5g01330,.
ACBK5g01331,.
ACBK5g01332,.
ACBK5g01333,Bdiv-5-002531
ACBK5g01334,Bdiv-5-002546
ACBK5g01335,Bdiv-5-002547
ACBK5g01336,.
ACBK5g01337,.
ACBK5g01338,.
ACBK5g01339,Bdiv-5-002551
ACBK5g01340,.
ACBK5g01341,.
ACBK5g01342,Bdiv-5-002552
ACBK5g01343,Bdiv-5-002538
ACBK5g01344,Bdiv-5-002554
ACBK5g01345,Bdiv-5-002557
ACBK5g01346,.
ACBK5g01347,.
ACBK5g01348,.
ACBK5g01349,Bdiv-5-002558
ACBK5g01350,.
ACBK5g01351,.
ACBK5g01352,.
ACBK5g01353,.
ACBK5g01354,Bdiv-5-002564
ACBK5g01355,Bdiv-5-002565
ACBK5g01356,.
ACBK5g01357,Bdiv-5-002566
ACBK5g01358,Bdiv-5-002567
ACBK5g01359,Bdiv-5-002568
ACBK5g01360,.
ACBK5g01361,.
ACBK5g01362,Bdiv-5-002570
ACBK5g01363,Bdiv-5-002571
ACBK5g01364,Bdiv-5-002572
ACBK5g01365,Bdiv-5-002573
ACBK5g01366,.
ACBK5g01367,.
ACBK5g01368,Bdiv-5-002575
ACBK5g01369,Bdiv-5-002576
ACBK5g01370,.
ACBK5g01371,Bdiv-5-002578
ACBK5g01372,Bdiv-5-002579
ACBK5g01373,Bdiv-5-002580
ACBK5g01374,.
ACBK5g01375,Bdiv-5-002581
ACBK5g01376,.
ACBK5g01377,Bdiv-5-002582
ACBK5g01378,.
ACBK5g01379,Bdiv-5-002585
ACBK5g01380,.
ACBK5g01381,.
ACBK5g01382,.
ACBK5g01383,.
ACBK5g01384,Bdiv-5-002592
ACBK5g01385,Bdiv-5-002593
ACBK5g01386,.
ACBK5g01387,.
ACBK5g01388,Bdiv-5-002595
ACBK5g01389,Bdiv-5-002596
ACBK5g01390,Bdiv-5-002597
ACBK5g01391,Bdiv-5-002598
ACBK5g01392,Bdiv-5-002599
ACBK5g01393,Bdiv-5-002600
ACBK5g01394,Bdiv-5-002601
ACBK5g01395,Bdiv-5-002603
ACBK5g01396,.
ACBK5g01397,Bdiv-5-002604
ACBK5g01398,.
ACBK5g01399,.
ACBK5g01400,.
ACBK5g01401,.
ACBK5g01402,.
ACBK5g01403,Bdiv-5-002607
ACBK5g01404,Bdiv-5-002608
ACBK5g01405,Bdiv-5-002609
ACBK5g01406,Bdiv-5-002610
ACBK5g01407,Bdiv-5-002611
ACBK5g01408,.
ACBK5g01409,.
ACBK5g01410,.
ACBK5g01411,.
ACBK5g01412,Bdiv-5-002613
ACBK5g01413,Bdiv-5-002614
ACBK5g01414,Bdiv-5-002615
ACBK5g01415,Bdiv-5-002617
ACBK5g01416,Bdiv-5-002618
ACBK5g01417,Bdiv-5-002619
ACBK5g01418,.
ACBK5g01419,Bdiv-5-002620
ACBK5g01420,Bdiv-5-002621
ACBK5g01421,Bdiv-5-002623
ACBK5g01422,Bdiv-5-002624
ACBK5g01423,Bdiv-5-002625
ACBK5g01424,Bdiv-5-002626
ACBK5g01425,.
ACBK5g01426,Bdiv-5-002628
ACBK5g01427,Bdiv-5-002630
ACBK5g01428,Bdiv-5-002632
ACBK5g01429,.
ACBK5g01430,.
ACBK5g01431,Bdiv-5-002634
ACBK5g01432,.
ACBK5g01433,Bdiv-5-002636
ACBK5g01434,Bdiv-5-002637
ACBK5g01435,Bdiv-5-002638
ACBK5g01436,Bdiv-5-002639
ACBK5g01437,.
ACBK5g01438,.
ACBK5g01439,.
ACBK5g01440,.
ACBK5g01441,.
ACBK5g01442,Bdiv-5-002643
ACBK5g01443,Bdiv-5-002644
ACBK5g01444,.
ACBK5g01445,.
ACBK5g01446,.
ACBK5g01447,Bdiv-5-002649
ACBK5g01448,.
ACBK5g01449,Bdiv-5-002650
ACBK5g01450,Bdiv-5-002652
ACBK5g01451,Bdiv-5-002653
ACBK5g01452,Bdiv-5-002654
ACBK5g01453,.
ACBK5g01454,Bdiv-5-002656
ACBK5g01455,.
ACBK5g01456,Bdiv-5-002658
ACBK5g01457,.
ACBK5g01458,.
ACBK5g01459,Bdiv-5-002661
ACBK5g01460,Bdiv-5-002662
ACBK5g01461,Bdiv-5-002663
ACBK5g01462,Bdiv-5-002664
ACBK5g01463,.
ACBK5g01464,.
ACBK5g01465,Bdiv-5-002668
ACBK5g01466,Bdiv-5-002669
ACBK5g01467,Bdiv-5-002670
ACBK5g01468,Bdiv-5-002672
ACBK5g01469,.
ACBK5g01470,Bdiv-5-002674
ACBK5g01471,.
ACBK5g01472,Bdiv-5-002676
ACBK5g01473,.
ACBK5g01474,Bdiv-5-002677
ACBK5g01475,Bdiv-5-002678
ACBK5g01476,Bdiv-5-002679
ACBK5g01477,Bdiv-5-002681
ACBK5g01478,Bdiv-5-002682
ACBK5g01479,.
ACBK5g01480,Bdiv-5-002683
ACBK5g01481,Bdiv-5-002684
ACBK5g01482,.
ACBK5g01483,Bdiv-5-002686
ACBK5g01484,Bdiv-5-002687
ACBK5g01485,.
ACBK5g01486,Bdiv-5-002688
ACBK5g01487,Bdiv-5-002689
ACBK5g01488,.
ACBK5g01489,Bdiv-5-002690
ACBK5g01490,.
ACBK5g01491,Bdiv-5-002691
ACBK5g01492,Bdiv-5-002692
ACBK5g01493,Bdiv-5-002693
ACBK5g01494,.
ACBK5g01495,.
ACBK5g01496,.
ACBK5g01497,.
ACBK5g01498,Bdiv-5-002695
ACBK5g01499,Bdiv-5-002696
ACBK5g01500,.
ACBK5g01501,Bdiv-5-002697
ACBK5g01502,Bdiv-5-002698
ACBK5g01503,.
ACBK5g01504,.
ACBK5g01505,Bdiv-5-002699
ACBK5g01506,Bdiv-5-002700
ACBK5g01507,Bdiv-5-002701
ACBK5g01508,Bdiv-5-002702
ACBK5g01509,.
ACBK5g01510,.
ACBK5g01511,Bdiv-5-002703
ACBK5g01512,Bdiv-5-002704
ACBK5g01513,.
ACBK5g01514,Bdiv-5-002705
ACBK5g01515,Bdiv-5-002706
ACBK5g01516,Bdiv-5-002707
ACBK5g01517,Bdiv-5-002708
ACBK5g01518,Bdiv-5-002709
