ACBK1g00001,Tar-1-004059
ACBK4g01005,.
ACBK4g01006,Tar-4-001707
ACBK4g01007,.
ACBK4g01008,.
ACBK4g01009,Tar-4-001706
ACBK4g01010,Tar-4-001705
ACBK4g01011,.
ACBK4g01012,Tar-4-001704
ACBK4g01013,Tar-4-001703
ACBK4g01014,.
ACBK4g01015,.
ACBK4g01016,Tar-4-001700
ACBK4g01017,.
ACBK4g01018,Tar-4-001699
ACBK4g01019,Tar-4-001698
ACBK4g01020,Tar-4-001697
ACBK4g01021,Tar-4-001696
ACBK4g01022,Tar-4-001695
ACBK4g01023,Tar-4-001687
ACBK4g01024,Tar-4-001686
ACBK4g01025,Tar-4-001684
ACBK4g01026,Tar-4-001683
ACBK4g01027,.
ACBK4g01028,Tar-4-001682
ACBK4g01029,.
ACBK4g01030,Tar-4-001681
ACBK4g01031,Tar-4-001679
ACBK4g01032,Tar-4-001677
ACBK4g01033,Tar-4-001676
ACBK4g01034,Tar-4-001674
ACBK4g01035,Tar-4-001673
ACBK4g01036,Tar-4-001672
ACBK4g01037,Tar-4-001671
ACBK4g01038,.
ACBK4g01039,Tar-4-001667
ACBK4g01040,.
ACBK4g01041,.
ACBK4g01042,.
ACBK4g01043,.
ACBK4g01044,.
ACBK4g01045,Tar-4-001665
ACBK4g01046,Tar-4-001664
ACBK4g01047,Tar-4-001663
ACBK4g01048,.
ACBK4g01049,Tar-4-001662
ACBK4g01050,Tar-4-001661
ACBK4g01051,Tar-4-001660
ACBK4g01052,Tar-4-001659
ACBK4g01053,.
ACBK4g01054,Tar-4-001658
ACBK4g01055,.
ACBK4g01056,Tar-4-001657
ACBK4g01057,Tar-4-001656
ACBK4g01058,.
ACBK4g01059,Tar-4-001655
ACBK4g01060,.
ACBK4g01061,.
ACBK4g01062,.
ACBK4g01063,.
ACBK4g01064,.
ACBK4g01065,.
ACBK4g01066,.
ACBK4g01067,.
ACBK4g01068,.
ACBK4g01069,.
ACBK4g01070,.
ACBK4g01071,.
ACBK4g01072,Tar-4-001653
ACBK4g01073,Tar-4-001652
ACBK4g01074,.
ACBK4g01075,Tar-4-001641
ACBK4g01076,Tar-4-001638
ACBK4g01077,Tar-4-001636
ACBK4g01078,Tar-4-001635
ACBK4g01079,Tar-4-001634
ACBK4g01080,Tar-4-001633
ACBK4g01081,.
ACBK4g01082,.
ACBK4g01083,Tar-4-001631
ACBK4g01084,Tar-4-001627
ACBK4g01085,Tar-4-001626
ACBK4g01086,.
ACBK4g01087,Tar-4-001623
ACBK4g01088,Tar-4-001621
ACBK4g01089,Tar-4-001620
ACBK4g01090,Tar-4-001619
ACBK4g01091,Tar-4-001618
ACBK4g01092,Tar-4-001617
ACBK4g01093,Tar-4-001616
ACBK4g01094,.
ACBK4g01095,.
ACBK4g01096,.
ACBK4g01097,Tar-4-001615
ACBK4g01098,Tar-4-001605
ACBK4g01099,Tar-4-001604
ACBK4g01100,Tar-4-001603
ACBK4g01101,Tar-4-001602
ACBK4g01102,Tar-4-001601
ACBK4g01103,.
ACBK4g01104,Tar-4-001600
ACBK4g01105,Tar-4-001596
ACBK4g01106,Tar-4-001595
ACBK4g01107,.
ACBK4g01108,.
ACBK4g01109,.
ACBK4g01110,Tar-4-001593
ACBK4g01111,.
ACBK4g01112,Tar-4-001590
ACBK4g01113,Tar-4-001589
ACBK4g01114,.
ACBK4g01115,Tar-4-001588
ACBK4g01116,Tar-4-001587
ACBK4g01117,.
ACBK4g01118,Tar-4-001586
ACBK4g01119,Tar-4-001584
ACBK4g01120,Tar-4-001582
ACBK4g01121,Tar-4-001581
ACBK4g01122,Tar-4-001577
ACBK4g01123,Tar-4-001576
ACBK4g01124,Tar-4-001575
ACBK4g01125,Tar-4-001574
ACBK4g01126,.
ACBK4g01127,.
ACBK4g01128,Tar-4-001573
ACBK4g01129,Tar-4-001571
ACBK4g01130,Tar-4-001570
ACBK4g01131,.
ACBK4g01132,.
ACBK4g01133,.
ACBK4g01134,.
ACBK4g01135,Tar-4-001564
ACBK4g01136,Tar-4-001563
ACBK4g01137,Tar-4-001561
ACBK4g01138,Tar-4-001560
ACBK4g01139,Tar-4-001559
ACBK4g01140,Tar-4-001558
ACBK4g01141,Tar-4-001557
ACBK4g01142,Tar-4-001556
ACBK4g01143,Tar-4-001555
ACBK4g01144,Tar-4-001548
ACBK4g01145,Tar-4-001547
ACBK4g01146,Tar-4-001546
ACBK4g01147,Tar-4-001545
ACBK4g01148,Tar-4-001543
ACBK4g01149,Tar-4-001542
ACBK4g01150,Tar-4-001541
ACBK4g01151,.
ACBK4g01152,.
ACBK4g01153,.
ACBK4g01154,.
ACBK4g01155,.
ACBK4g01156,.
ACBK4g01157,.
ACBK4g01158,Tar-4-001540
ACBK4g01159,Tar-4-001539
ACBK4g01160,Tar-4-001538
ACBK4g01161,Tar-4-001537
ACBK4g01162,.
ACBK4g01163,Tar-4-001533
ACBK4g01164,.
ACBK4g01165,.
ACBK4g01166,.
ACBK4g01167,.
ACBK4g01168,.
ACBK4g01169,.
ACBK4g01170,Tar-4-001531
ACBK4g01171,.
ACBK4g01172,Tar-4-001530
ACBK4g01173,.
ACBK4g01174,Tar-4-001529
ACBK4g01175,Tar-4-001527
ACBK4g01176,Tar-4-001525
ACBK4g01177,Tar-4-001523
ACBK4g01178,Tar-4-001522
ACBK4g01179,Tar-4-001521
ACBK4g01180,Tar-4-001520
ACBK4g01181,Tar-4-001519
ACBK4g01182,Tar-4-001518
ACBK4g01183,Tar-4-001517
ACBK4g01184,Tar-4-001516
ACBK4g01185,Tar-4-001515
ACBK4g01186,.
ACBK4g01187,Tar-4-001513
ACBK4g01188,Tar-4-001512
ACBK4g01189,Tar-4-001511
ACBK4g01190,Tar-4-001509
ACBK4g01191,Tar-4-001508
ACBK4g01192,Tar-4-001507
ACBK4g01193,.
ACBK4g01194,.
ACBK4g01195,.
ACBK4g01196,.
ACBK4g01197,.
ACBK4g01198,Tar-4-001500
ACBK4g01199,Tar-4-001499
ACBK4g01200,.
ACBK4g01201,.
ACBK4g01202,.
ACBK4g01203,Tar-4-001497
ACBK4g01204,Tar-4-001496
ACBK4g01205,Tar-4-001495
ACBK4g01206,.
ACBK4g01207,.
ACBK4g01208,Tar-4-001494
ACBK4g01209,Tar-4-001493
ACBK4g01210,.
ACBK4g01211,.
ACBK4g01212,Tar-4-001482
ACBK4g01213,.
ACBK4g01214,Tar-4-001484
ACBK4g01215,Tar-4-001486
ACBK4g01216,Tar-4-001487
ACBK4g01217,Tar-4-001488
ACBK4g01218,Tar-4-001489
ACBK4g01219,Tar-4-001491
ACBK4g01220,.
ACBK4g01221,.
ACBK4g01222,Tar-4-001482
ACBK4g01223,Tar-4-001479
ACBK4g01224,.
ACBK4g01225,.
ACBK4g01226,Tar-4-001478
ACBK4g01227,.
ACBK4g01228,.
ACBK4g01229,.
ACBK4g01230,.
ACBK4g01231,Tar-4-001470
ACBK4g01232,Tar-4-001469
ACBK4g01233,.
ACBK4g01234,Tar-4-001468
ACBK4g01235,.
ACBK4g01236,Tar-4-001466
ACBK4g01237,Tar-4-001465
ACBK4g01238,Tar-4-001464
ACBK4g01239,Tar-4-001463
ACBK4g01240,Tar-4-001462
ACBK4g01241,Tar-4-001461
ACBK4g01242,.
ACBK4g01243,.
ACBK4g01244,.
ACBK4g01245,Tar-4-001458
ACBK4g01246,Tar-4-001457
ACBK4g01247,Tar-4-001456
ACBK4g01248,Tar-4-001455
ACBK4g01249,.
ACBK4g01250,.
ACBK4g01251,Tar-4-001454
ACBK4g01252,Tar-4-001453
ACBK4g01253,Tar-4-001452
ACBK4g01254,Tar-4-001451
ACBK4g01255,Tar-4-001441
ACBK4g01256,Tar-4-001440
ACBK4g01257,.
ACBK4g01258,Tar-4-001439
ACBK4g01259,Tar-4-001438
ACBK4g01260,Tar-4-001437
ACBK4g01261,.
ACBK4g01262,.
ACBK4g01263,.
ACBK4g01264,Tar-4-001436
ACBK4g01265,Tar-4-001435
ACBK4g01266,.
ACBK4g01267,Tar-4-001434
ACBK4g01268,.
ACBK4g01269,Tar-4-001433
ACBK4g01270,.
ACBK4g01271,Tar-4-001432
ACBK4g01272,Tar-4-001431
ACBK4g01273,Tar-4-001430
ACBK4g01274,Tar-4-001429
ACBK4g01275,Tar-4-001426
ACBK4g01276,Tar-4-001425
ACBK4g01277,Tar-4-001424
ACBK4g01278,Tar-4-001422
ACBK4g01279,Tar-4-001420
ACBK4g01280,Tar-4-001419
ACBK4g01281,Tar-4-001418
ACBK4g01282,Tar-4-001417
ACBK4g01283,Tar-4-001415
ACBK4g01284,.
ACBK4g01285,.
ACBK4g01286,Tar-4-001414
ACBK4g01287,Tar-4-001413
ACBK4g01288,Tar-4-001412
ACBK4g01289,Tar-4-001411
ACBK4g01290,.
ACBK4g01291,.
ACBK4g01292,Tar-4-001409
ACBK4g01293,Tar-4-001408
ACBK4g01294,Tar-4-001406
ACBK4g01295,Tar-4-001403
ACBK4g01296,Tar-4-001402
ACBK4g01297,Tar-4-001401
ACBK4g01298,Tar-4-001400
ACBK4g01299,.
ACBK4g01300,Tar-4-001399
ACBK4g01301,Tar-4-001398
ACBK4g01302,.
ACBK4g01303,Tar-4-001397
ACBK4g01304,Tar-4-001396
ACBK4g01305,Tar-4-001395
ACBK4g01306,.
ACBK4g01307,Tar-4-001393
ACBK4g01308,Tar-4-001391
ACBK4g01309,Tar-4-001390
ACBK4g01310,.
ACBK4g01311,.
ACBK4g01312,Tar-4-001388
ACBK4g01313,.
ACBK4g01314,Tar-4-001387
ACBK4g01315,.
ACBK4g01316,.
ACBK4g01317,.
ACBK4g01318,Tar-4-001385
ACBK4g01319,.
ACBK4g01320,Tar-4-001383
ACBK4g01321,Tar-4-001382
ACBK4g01322,Tar-4-001381
ACBK4g01323,Tar-4-001380
ACBK4g01324,.
ACBK4g01325,.
ACBK4g01326,Tar-4-001379
ACBK4g01327,Tar-4-001378
ACBK4g01328,.
ACBK4g01329,.
ACBK4g01330,.
ACBK4g01331,Tar-4-001377
ACBK4g01332,.
ACBK4g01333,Tar-4-001376
ACBK4g01334,Tar-4-001375
ACBK4g01335,.
ACBK4g01336,Tar-4-001374
ACBK4g01337,Tar-4-001373
ACBK4g01338,Tar-4-001372
ACBK4g01339,.
ACBK4g01340,Tar-4-001371
ACBK4g01341,Tar-4-001370
ACBK4g01342,Tar-4-001369
ACBK4g01343,.
ACBK4g01344,Tar-4-001368
ACBK4g01345,Tar-4-001367
ACBK4g01346,.
ACBK4g01347,.
ACBK4g01348,Tar-4-001366
ACBK4g01349,.
ACBK4g01350,Tar-4-001365
ACBK4g01351,.
ACBK4g01352,Tar-4-001364
ACBK4g01353,Tar-4-001363
ACBK4g01354,.
ACBK4g01355,Tar-4-001362
ACBK4g01356,Tar-4-001360
ACBK4g01357,.
ACBK4g01358,.
ACBK4g01359,.
ACBK4g01360,Tar-4-001359
ACBK4g01361,.
ACBK4g01362,.
ACBK4g01363,Tar-4-001358
ACBK4g01364,.
ACBK4g01365,Tar-4-001357
ACBK4g01366,Tar-4-001356
ACBK4g01367,Tar-4-001351
ACBK4g01368,.
ACBK4g01369,Tar-4-001348
ACBK4g01370,Tar-4-001347
ACBK4g01371,Tar-4-001346
ACBK4g01372,Tar-4-001345
ACBK4g01373,Tar-4-001344
ACBK4g01374,Tar-4-001343
ACBK4g01375,Tar-4-001342
ACBK4g01376,Tar-4-001341
ACBK4g01377,Tar-4-001340
ACBK4g01378,Tar-4-001339
ACBK4g01379,.
ACBK4g01380,.
ACBK4g01381,.
ACBK4g01382,Tar-4-001337
ACBK4g01383,.
ACBK4g01384,.
ACBK4g01385,Tar-4-001335
ACBK4g01386,Tar-4-001334
ACBK4g01387,Tar-4-001330
ACBK4g01388,.
ACBK4g01389,.
ACBK4g01390,Tar-4-001329
ACBK4g01391,Tar-4-001328
ACBK4g01392,.
ACBK4g01393,.
ACBK4g01394,Tar-4-001322
ACBK4g01395,.
ACBK4g01396,.
ACBK4g01397,.
ACBK4g01398,Tar-4-001321
ACBK4g01399,.
ACBK4g01400,Tar-4-001320
ACBK4g01401,Tar-4-001319
ACBK4g01402,Tar-4-001318
ACBK4g01403,.
ACBK4g01404,Tar-4-001316
ACBK4g01405,Tar-4-001315
ACBK4g01406,Tar-4-001314
ACBK4g01407,.
ACBK4g01408,.
ACBK4g01409,.
ACBK4g01410,.
ACBK4g01411,.
ACBK4g01412,.
ACBK4g01413,.
ACBK4g01414,Tar-4-001312
ACBK4g01415,Tar-4-001311
ACBK4g01416,.
ACBK4g01417,Tar-4-001306
ACBK4g01418,Tar-4-001305
ACBK4g01419,.
ACBK4g01420,Tar-4-001304
ACBK4g01421,.
ACBK4g01422,Tar-4-001302
ACBK4g01423,Tar-4-001301
ACBK4g01424,Tar-4-001300
ACBK4g01425,Tar-4-001299
ACBK4g01426,.
ACBK4g01427,Tar-4-001298
ACBK4g01428,Tar-4-001297
ACBK4g01429,Tar-4-001296
ACBK4g01430,Tar-4-001295
ACBK4g01431,Tar-4-001294
ACBK4g01432,Tar-4-001293
ACBK4g01433,.
ACBK4g01434,.
ACBK4g01435,Tar-4-001292
ACBK4g01436,Tar-4-001291
ACBK4g01437,.
ACBK4g01438,.
ACBK4g01439,.
ACBK4g01440,.
ACBK4g01441,.
ACBK4g01442,.
ACBK4g01443,.
ACBK4g01444,.
ACBK4g01445,.
ACBK4g01446,.
ACBK4g01447,.
ACBK4g01448,.
ACBK4g01449,.
ACBK4g01450,.
ACBK4g01451,.
ACBK4g01452,.
ACBK4g01453,Tar-4-001288
ACBK4g01454,.
ACBK4g01455,Tar-4-001286
ACBK4g01456,.
ACBK4g01457,Tar-4-001285
ACBK4g01458,Tar-4-001284
ACBK4g01459,Tar-4-001283
ACBK4g01460,Tar-4-001282
ACBK4g01461,Tar-4-001281
ACBK4g01462,Tar-4-001280
ACBK4g01463,Tar-4-001279
ACBK4g01464,.
ACBK4g01465,Tar-4-001278
ACBK4g01466,Tar-4-001277
ACBK4g01467,Tar-4-001276
ACBK4g01468,Tar-4-001275
ACBK4g01469,Tar-4-001274
ACBK4g01470,Tar-4-001272
ACBK4g01471,Tar-4-001271
ACBK4g01472,Tar-4-001270
ACBK4g01473,Tar-4-001269
ACBK4g01474,Tar-4-001268
ACBK4g01475,Tar-4-001267
ACBK4g01476,Tar-4-001266
ACBK4g01477,.
ACBK4g01478,Tar-4-001265
ACBK4g01479,Tar-4-001264
ACBK4g01480,Tar-4-001263
ACBK4g01481,Tar-4-001262
ACBK4g01482,.
ACBK4g01483,Tar-4-001261
ACBK4g01484,Tar-4-001260
ACBK4g01485,Tar-4-001259
ACBK4g01486,Tar-4-001258
ACBK4g01487,Tar-4-001253
ACBK4g01488,Tar-4-001252
ACBK4g01489,.
ACBK4g01490,Tar-4-001251
ACBK4g01491,Tar-4-001250
ACBK4g01492,.
ACBK4g01493,Tar-4-001249
ACBK4g01494,.
ACBK4g01495,.
ACBK4g01496,Tar-4-001248
ACBK4g01497,.
ACBK4g01498,Tar-4-001247
ACBK4g01499,Tar-4-001246
ACBK4g01500,.
ACBK4g01501,.
ACBK4g01502,Tar-4-001243
ACBK4g01503,.
ACBK4g01504,Tar-4-001242
ACBK4g01505,Tar-4-001241
ACBK4g01506,Tar-4-001240
ACBK4g01507,Tar-4-001235
ACBK4g01508,.
ACBK4g01509,Tar-4-001233
ACBK4g01510,.
ACBK4g01511,Tar-4-001232
ACBK4g01512,Tar-4-001231
ACBK4g01513,Tar-4-001230
ACBK4g01514,.
ACBK4g01515,Tar-4-001229
ACBK4g01516,Tar-4-001228
ACBK4g01517,Tar-4-001227
ACBK4g01518,.
ACBK4g01519,.
ACBK4g01520,Tar-4-001226
ACBK4g01521,Tar-4-001225
ACBK4g01522,.
ACBK4g01523,Tar-4-001224
ACBK4g01524,Tar-4-001223
ACBK4g01525,Tar-4-001221
ACBK4g01526,Tar-4-001220
ACBK4g01527,Tar-4-001219
ACBK4g01528,Tar-4-001218
ACBK4g01529,Tar-4-001217
ACBK4g01530,Tar-4-001216
ACBK4g01531,Tar-4-001215
ACBK4g01532,.
ACBK4g01533,.
ACBK4g01534,.
ACBK4g01535,.
ACBK4g01536,Tar-4-001214
ACBK4g01537,Tar-4-001213
ACBK4g01538,Tar-4-001212
ACBK4g01539,Tar-4-001210
ACBK4g01540,Tar-4-001209
ACBK4g01541,Tar-4-001208
ACBK4g01542,Tar-4-001207
ACBK4g01543,.
ACBK4g01544,.
ACBK4g01545,.
ACBK4g01546,.
ACBK4g01547,.
ACBK4g01548,Tar-4-001206
ACBK4g01549,Tar-4-001205
ACBK4g01550,Tar-4-001202
ACBK4g01551,Tar-4-001201
ACBK4g01552,Tar-4-001200
ACBK4g01553,.
ACBK4g01554,.
ACBK4g01555,.
ACBK4g01556,.
ACBK4g01557,Tar-4-001198
ACBK4g01558,Tar-4-001197
ACBK4g01559,Tar-4-001196
ACBK4g01560,Tar-4-001194
ACBK4g01561,.
ACBK4g01562,.
ACBK4g01563,Tar-4-001192
ACBK4g01564,Tar-4-001190
ACBK4g01565,Tar-4-001189
ACBK4g01566,.
ACBK4g01567,.
ACBK4g01568,.
ACBK4g01569,Tar-4-001188
ACBK4g01570,Tar-4-001186
ACBK4g01571,Tar-4-001185
ACBK4g01572,Tar-4-001184
ACBK4g01573,Tar-4-001183
ACBK4g01574,Tar-4-001182
ACBK4g01575,.
ACBK4g01576,Tar-4-001181
ACBK4g01577,Tar-4-001180
ACBK4g01578,Tar-4-001179
ACBK4g01579,Tar-4-001178
ACBK4g01580,.
ACBK4g01581,.
ACBK4g01582,Tar-4-001176
ACBK4g01583,Tar-4-001175
ACBK4g01584,.
ACBK4g01585,Tar-4-001174
ACBK4g01586,.
ACBK4g01587,Tar-4-001173
ACBK4g01588,Tar-4-001172
ACBK4g01589,Tar-4-001171
ACBK4g01590,.
ACBK4g01591,Tar-4-001167
ACBK4g01592,Tar-4-001166
ACBK4g01593,Tar-4-001165
ACBK4g01594,Tar-4-001164
ACBK4g01595,Tar-4-001163
ACBK4g01596,Tar-4-001162
ACBK4g01597,.
ACBK4g01598,Tar-4-001161
ACBK4g01599,Tar-4-001158
ACBK4g01600,Tar-4-001157
ACBK4g01601,.
ACBK4g01602,.
ACBK4g01603,.
ACBK4g01604,Tar-4-001152
ACBK4g01605,Tar-4-001151
ACBK4g01606,Tar-4-001150
ACBK4g01607,.
ACBK4g01608,.
ACBK4g01609,Tar-4-001147
ACBK4g01610,Tar-4-001146
ACBK4g01611,Tar-4-001145
ACBK4g01612,.
ACBK4g01613,Tar-4-001142
ACBK4g01614,.
ACBK4g01615,.
ACBK4g01616,.
ACBK4g01617,Tar-4-001141
ACBK4g01618,.
ACBK4g01619,.
ACBK4g01620,.
ACBK4g01621,Tar-4-001140
ACBK4g01622,Tar-4-001139
ACBK4g01623,Tar-4-001138
ACBK4g01624,Tar-4-001137
ACBK4g01625,.
ACBK4g01626,.
ACBK4g01627,Tar-4-001136
ACBK4g01628,Tar-4-001135
ACBK4g01629,Tar-4-001134
ACBK4g01630,.
ACBK4g01631,.
ACBK4g01632,Tar-4-001133
ACBK4g01633,Tar-4-001132
ACBK4g01634,.
ACBK4g01635,Tar-4-001131
ACBK4g01636,.
ACBK4g01637,Tar-4-001130
ACBK4g01638,Tar-4-001129
ACBK4g01639,Tar-4-001128
ACBK4g01640,.
ACBK4g01641,.
ACBK4g01642,Tar-4-001126
ACBK4g01643,.
ACBK4g01644,.
ACBK4g01645,.
ACBK4g01646,Tar-4-001125
ACBK4g01647,Tar-4-001124
ACBK4g01648,Tar-4-001123
ACBK4g01649,.
ACBK4g01650,Tar-4-001121
ACBK4g01651,Tar-4-001120
ACBK4g01652,.
ACBK4g01653,Tar-4-001119
ACBK4g01654,Tar-4-001118
ACBK4g01655,.
ACBK4g01656,Tar-4-001117
ACBK4g01657,Tar-4-001116
ACBK4g01658,Tar-4-001115
ACBK4g01659,Tar-4-001114
ACBK4g01660,Tar-4-001110
ACBK4g01661,Tar-4-001109
ACBK4g01662,Tar-4-001108
ACBK4g01663,Tar-4-001107
ACBK4g01664,Tar-4-001106
ACBK4g01665,.
ACBK4g01666,.
ACBK4g01667,Tar-4-001105
ACBK4g01668,Tar-4-001104
ACBK4g01669,Tar-4-001103
ACBK4g01670,Tar-4-001102
ACBK4g01671,Tar-4-001101
ACBK4g01672,Tar-4-001100
ACBK4g01673,Tar-4-001099
ACBK4g01674,.
ACBK4g01675,.
ACBK4g01676,Tar-4-001097
ACBK4g01677,Tar-4-001096
ACBK4g01678,.
ACBK4g01679,Tar-4-001095
ACBK4g01680,Tar-4-001094
ACBK4g01681,Tar-4-001093
ACBK4g01682,.
ACBK4g01683,.
ACBK4g01684,Tar-4-001091
ACBK4g01685,Tar-4-001090
ACBK4g01686,Tar-4-001089
ACBK4g01687,Tar-4-001088
ACBK4g01688,Tar-4-001087
ACBK4g01689,Tar-4-001086
ACBK4g01690,Tar-4-001085
ACBK4g01691,Tar-4-001084
ACBK4g01692,Tar-4-001081
ACBK4g01693,Tar-4-001080
ACBK4g01694,.
ACBK4g01695,Tar-4-001079
ACBK4g01696,Tar-4-001078
ACBK4g01697,Tar-4-001077
ACBK4g01698,.
ACBK4g01699,.
ACBK4g01700,Tar-4-001075
ACBK4g01701,.
ACBK4g01702,Tar-4-001074
ACBK4g01703,.
ACBK4g01704,.
ACBK4g01705,.
ACBK4g01706,.
ACBK4g01707,Tar-4-001073
ACBK4g01708,Tar-4-001072
ACBK4g01709,Tar-4-001071
ACBK4g01710,Tar-4-001070
ACBK4g01711,Tar-4-001068
ACBK4g01712,.
ACBK4g01713,.
ACBK4g01714,Tar-4-001065
ACBK4g01715,Tar-4-001064
ACBK4g01716,Tar-4-001063
ACBK4g01717,.
ACBK4g01718,Tar-4-001062
ACBK4g01719,.
ACBK4g01720,Tar-4-001060
ACBK4g01721,Tar-4-001059
ACBK4g01722,.
ACBK4g01723,.
ACBK4g01724,Tar-4-001047
ACBK4g01725,.
ACBK4g01726,Tar-4-001046
ACBK4g01727,Tar-4-001045
ACBK4g01728,Tar-4-001044
ACBK4g01729,.
ACBK4g01730,.
ACBK4g01731,.
ACBK4g01732,.
ACBK4g01733,Tar-4-001043
ACBK4g01734,.
ACBK4g01735,Tar-4-001040
ACBK4g01736,.
ACBK4g01737,.
ACBK4g01738,.
ACBK4g01739,.
ACBK4g01740,Tar-4-001038
ACBK4g01741,Tar-4-001037
ACBK4g01742,Tar-4-001036
ACBK4g01743,Tar-4-001035
ACBK4g01744,.
ACBK4g01745,Tar-4-001034
ACBK4g01746,Tar-4-001033
ACBK4g01747,.
ACBK4g01748,.
ACBK4g01749,Tar-4-001032
ACBK4g01750,.
ACBK4g01751,Tar-4-001031
ACBK4g01752,.
ACBK4g01753,Tar-4-001030
ACBK4g01754,.
ACBK4g01755,Tar-4-001029
ACBK4g01756,Tar-4-001028
ACBK4g01757,.
ACBK4g01758,Tar-4-001026
ACBK4g01759,.
ACBK4g01760,Tar-4-001025
ACBK4g01761,Tar-4-001024
ACBK4g01762,Tar-4-001023
ACBK4g01763,Tar-4-001022
ACBK4g01764,.
ACBK4g01765,.
ACBK4g01766,Tar-4-001020
ACBK4g01767,Tar-4-001019
ACBK4g01768,Tar-4-001018
ACBK4g01769,Tar-4-001017
ACBK4g01770,Tar-4-001016
ACBK4g01771,.
ACBK4g01772,Tar-4-001014
ACBK4g01773,Tar-4-001013
ACBK4g01774,.
ACBK4g01775,.
ACBK4g01776,Tar-4-001011
ACBK4g01777,.
ACBK4g01778,Tar-4-001010
ACBK4g01779,.
ACBK4g01780,Tar-4-001009
ACBK4g01781,Tar-4-001008
ACBK4g01782,Tar-4-001007
ACBK4g01783,.
ACBK4g01784,Tar-4-001006
ACBK4g01785,.
ACBK4g01786,.
ACBK4g01787,.
ACBK4g01788,Tar-4-001004
ACBK4g01789,Tar-4-001003
ACBK4g01790,.
ACBK4g01791,Tar-4-001002
ACBK4g01792,Tar-4-001001
ACBK4g01793,Tar-4-001000
ACBK4g01794,Tar-4-000999
ACBK4g01795,Tar-4-000998
ACBK4g01796,Tar-4-000997
ACBK4g01797,.
ACBK4g01798,.
ACBK4g01799,.
ACBK4g01800,Tar-4-000996
ACBK4g01801,.
ACBK4g01802,Tar-4-000992
ACBK4g01803,Tar-4-000988
ACBK4g01804,.
ACBK4g01805,.
ACBK4g01806,Tar-4-000987
ACBK4g01807,Tar-4-000986
ACBK4g01808,.
ACBK4g01809,Tar-4-000985
ACBK4g01810,Tar-4-000984
ACBK4g01811,Tar-4-000983
ACBK4g01812,Tar-4-000982
ACBK4g01813,Tar-4-000980
ACBK4g01814,.
ACBK4g01815,Tar-4-000979
ACBK4g01816,Tar-4-000977
ACBK4g01817,Tar-4-000976
ACBK4g01818,.
ACBK4g01819,Tar-4-000974
ACBK4g01820,.
ACBK4g01821,Tar-4-000970
ACBK4g01822,Tar-4-000969
ACBK4g01823,Tar-4-000968
ACBK4g01824,Tar-4-000967
ACBK4g01825,.
ACBK4g01826,Tar-4-000965
ACBK4g01827,Tar-4-000964
ACBK4g01828,Tar-4-000963
ACBK4g01829,Tar-4-000962
ACBK4g01830,.
ACBK4g01831,Tar-4-000960
ACBK4g01832,.
ACBK4g01833,.
ACBK4g01834,Tar-4-000958
ACBK4g01835,Tar-4-000957
ACBK4g01836,Tar-4-000956
ACBK4g01837,.
ACBK4g01838,.
ACBK4g01839,Tar-4-000954
ACBK4g01840,Tar-4-000953
ACBK4g01841,Tar-4-000952
ACBK4g01842,Tar-4-000951
ACBK4g01843,Tar-4-000950
ACBK4g01844,.
ACBK4g01845,Tar-4-000949
ACBK4g01846,.
ACBK4g01847,Tar-4-000948
ACBK4g01848,.
ACBK4g01849,Tar-4-000947
ACBK4g01850,.
ACBK4g01851,Tar-4-000946
ACBK4g01852,.
ACBK4g01853,Tar-4-000945
ACBK4g01854,Tar-4-000944
ACBK4g01855,.
ACBK4g01856,Tar-4-000943
ACBK4g01857,Tar-4-000942
ACBK4g01858,Tar-4-000941
ACBK4g01859,Tar-4-000940
ACBK4g01860,Tar-4-000939
ACBK4g01861,.
ACBK4g01862,Tar-4-000937
ACBK4g01863,Tar-4-000936
ACBK4g01864,Tar-4-000935
ACBK4g01865,Tar-4-000934
ACBK4g01866,.
ACBK4g01867,Tar-4-000933
ACBK4g01868,.
ACBK4g01869,.
ACBK4g01870,Tar-4-000932
ACBK4g01871,Tar-4-000931
ACBK4g01872,.
ACBK4g01873,Tar-4-000929
ACBK4g01874,.
ACBK4g01875,Tar-4-000928
ACBK4g01876,.
ACBK4g01877,.
ACBK4g01878,Tar-4-000925
ACBK4g01879,Tar-4-000924
ACBK4g01880,Tar-4-000922
ACBK4g01881,.
ACBK4g01882,.
ACBK4g01883,.
ACBK4g01884,Tar-4-000921
ACBK4g01885,Tar-4-000920
ACBK4g01886,.
ACBK4g01887,.
ACBK4g01888,Tar-4-000917
ACBK4g01889,.
ACBK4g01890,Tar-4-000916
ACBK4g01891,.
ACBK4g01892,.
ACBK4g01893,Tar-4-000915
ACBK4g01894,Tar-4-000914
ACBK4g01895,.
ACBK4g01896,Tar-4-000912
ACBK4g01897,Tar-4-000911
ACBK4g01898,Tar-4-000910
ACBK4g01899,Tar-4-000909
ACBK4g01900,Tar-4-000908
ACBK4g01901,.
ACBK4g01902,.
ACBK4g01903,Tar-4-000907
ACBK4g01904,.
ACBK4g01905,Tar-4-000906
ACBK4g01906,.
ACBK4g01907,Tar-4-000904
ACBK4g01908,Tar-4-000903
ACBK4g01909,Tar-4-000902
ACBK4g01910,Tar-4-000900
ACBK4g01911,.
ACBK4g01912,Tar-4-000899
ACBK4g01913,.
ACBK4g01914,.
ACBK4g01915,Tar-4-000898
ACBK4g01916,Tar-4-000897
