ACBK1g00001,Iind-3-000007
ACBK4g00996,.
ACBK4g00997,Iind-5-001828
ACBK4g00998,.
ACBK4g00999,Iind-5-001826
ACBK4g01000,.
ACBK4g01001,Iind-5-001825
ACBK4g01002,.
ACBK4g01003,.
ACBK4g01004,.
ACBK4g01005,.
ACBK4g01006,.
ACBK4g01007,.
ACBK4g01008,.
ACBK4g01009,.
ACBK4g01010,.
ACBK4g01011,.
ACBK4g01012,.
ACBK4g01013,.
ACBK4g01014,.
ACBK4g01015,.
ACBK4g01016,.
ACBK4g01017,.
ACBK4g01018,.
ACBK4g01019,.
ACBK4g01020,Iind-5-001822
ACBK4g01021,Iind-5-001821
ACBK4g01022,Iind-5-001820
ACBK4g01023,.
ACBK4g01024,Iind-5-001815
ACBK4g01025,Iind-5-001814
ACBK4g01026,Iind-5-001813
ACBK4g01027,.
ACBK4g01028,Iind-5-001812
ACBK4g01029,Iind-5-001811
ACBK4g01030,Iind-5-001810
ACBK4g01031,Iind-5-001809
ACBK4g01032,Iind-5-001807
ACBK4g01033,.
ACBK4g01034,.
ACBK4g01035,Iind-5-001805
ACBK4g01036,.
ACBK4g01037,Iind-5-001801
ACBK4g01038,.
ACBK4g01039,Iind-5-001800
ACBK4g01040,.
ACBK4g01041,.
ACBK4g01042,.
ACBK4g01043,.
ACBK4g01044,.
ACBK4g01045,Iind-5-001799
ACBK4g01046,Iind-5-001796
ACBK4g01047,Iind-5-001793
ACBK4g01048,.
ACBK4g01049,Iind-5-001792
ACBK4g01050,Iind-5-001791
ACBK4g01051,Iind-5-001790
ACBK4g01052,Iind-5-001788
ACBK4g01053,.
ACBK4g01054,.
ACBK4g01055,.
ACBK4g01056,Iind-5-001784
ACBK4g01057,.
ACBK4g01058,.
ACBK4g01059,Iind-5-001783
ACBK4g01060,.
ACBK4g01061,.
ACBK4g01062,.
ACBK4g01063,.
ACBK4g01064,.
ACBK4g01065,.
ACBK4g01066,.
ACBK4g01067,.
ACBK4g01068,.
ACBK4g01069,.
ACBK4g01070,.
ACBK4g01071,.
ACBK4g01072,Iind-5-001782
ACBK4g01073,Iind-5-001780
ACBK4g01074,Iind-5-001779
ACBK4g01075,Iind-5-001774
ACBK4g01076,.
ACBK4g01077,Iind-5-001772
ACBK4g01078,Iind-5-001771
ACBK4g01079,Iind-5-001770
ACBK4g01080,Iind-5-001768
ACBK4g01081,.
ACBK4g01082,.
ACBK4g01083,Iind-5-001767
ACBK4g01084,Iind-5-001766
ACBK4g01085,.
ACBK4g01086,.
ACBK4g01087,Iind-5-001765
ACBK4g01088,Iind-5-001764
ACBK4g01089,Iind-5-001763
ACBK4g01090,Iind-5-001762
ACBK4g01091,Iind-5-001759
ACBK4g01092,Iind-5-001758
ACBK4g01093,Iind-5-001757
ACBK4g01094,.
ACBK4g01095,.
ACBK4g01096,.
ACBK4g01097,Iind-5-001756
ACBK4g01098,Iind-5-001754
ACBK4g01099,Iind-5-001753
ACBK4g01100,Iind-5-001752
ACBK4g01101,Iind-5-001751
ACBK4g01102,Iind-5-001750
ACBK4g01103,.
ACBK4g01104,Iind-5-001749
ACBK4g01105,Iind-5-001743
ACBK4g01106,Iind-5-001742
ACBK4g01107,.
ACBK4g01108,Iind-5-001735
ACBK4g01109,.
ACBK4g01110,Iind-5-001734
ACBK4g01111,.
ACBK4g01112,Iind-5-001730
ACBK4g01113,Iind-5-001729
ACBK4g01114,Iind-5-001728
ACBK4g01115,Iind-5-001727
ACBK4g01116,Iind-5-001726
ACBK4g01117,.
ACBK4g01118,Iind-5-001724
ACBK4g01119,.
ACBK4g01120,Iind-5-001723
ACBK4g01121,Iind-5-001721
ACBK4g01122,Iind-5-001718
ACBK4g01123,Iind-5-001717
ACBK4g01124,Iind-5-001716
ACBK4g01125,Iind-5-001715
ACBK4g01126,Iind-5-001714
ACBK4g01127,.
ACBK4g01128,Iind-5-001713
ACBK4g01129,Iind-5-001712
ACBK4g01130,Iind-5-001711
ACBK4g01131,.
ACBK4g01132,.
ACBK4g01133,Iind-5-001709
ACBK4g01134,.
ACBK4g01135,Iind-5-001707
ACBK4g01136,Iind-5-001706
ACBK4g01137,Iind-5-001705
ACBK4g01138,Iind-5-001701
ACBK4g01139,Iind-5-001700
ACBK4g01140,Iind-5-001699
ACBK4g01141,Iind-5-001698
ACBK4g01142,.
ACBK4g01143,Iind-5-001697
ACBK4g01144,Iind-5-001696
ACBK4g01145,Iind-5-001695
ACBK4g01146,Iind-5-001694
ACBK4g01147,.
ACBK4g01148,Iind-5-001693
ACBK4g01149,Iind-5-001692
ACBK4g01150,Iind-5-001691
ACBK4g01151,.
ACBK4g01152,.
ACBK4g01153,.
ACBK4g01154,.
ACBK4g01155,.
ACBK4g01156,.
ACBK4g01157,.
ACBK4g01158,.
ACBK4g01159,Iind-5-001688
ACBK4g01160,Iind-5-001687
ACBK4g01161,Iind-5-001686
ACBK4g01162,.
ACBK4g01163,Iind-5-001684
ACBK4g01164,.
ACBK4g01165,.
ACBK4g01166,.
ACBK4g01167,.
ACBK4g01168,.
ACBK4g01169,Iind-5-001682
ACBK4g01170,Iind-5-001681
ACBK4g01171,Iind-5-001680
ACBK4g01172,Iind-5-001679
ACBK4g01173,.
ACBK4g01174,.
ACBK4g01175,Iind-5-001678
ACBK4g01176,Iind-5-001675
ACBK4g01177,.
ACBK4g01178,Iind-5-001674
ACBK4g01179,Iind-5-001672
ACBK4g01180,Iind-5-001671
ACBK4g01181,Iind-5-001670
ACBK4g01182,Iind-5-001669
ACBK4g01183,Iind-5-001667
ACBK4g01184,.
ACBK4g01185,.
ACBK4g01186,.
ACBK4g01187,Iind-5-001665
ACBK4g01188,Iind-5-001664
ACBK4g01189,Iind-5-001663
ACBK4g01190,Iind-5-001662
ACBK4g01191,Iind-5-001660
ACBK4g01192,Iind-5-001659
ACBK4g01193,.
ACBK4g01194,.
ACBK4g01195,.
ACBK4g01196,.
ACBK4g01197,Iind-5-001657
ACBK4g01198,Iind-5-001656
ACBK4g01199,Iind-5-001655
ACBK4g01200,.
ACBK4g01201,.
ACBK4g01202,.
ACBK4g01203,.
ACBK4g01204,Iind-5-001653
ACBK4g01205,Iind-5-001652
ACBK4g01206,.
ACBK4g01207,Iind-5-001648
ACBK4g01208,Iind-5-001647
ACBK4g01209,.
ACBK4g01210,.
ACBK4g01211,.
ACBK4g01212,Iind-5-001645
ACBK4g01213,Iind-5-001643
ACBK4g01214,Iind-5-001642
ACBK4g01215,.
ACBK4g01216,Iind-5-001640
ACBK4g01217,Iind-5-001639
ACBK4g01218,Iind-5-001638
ACBK4g01219,Iind-5-001636
ACBK4g01220,Iind-5-001635
ACBK4g01221,Iind-5-001632
ACBK4g01222,Iind-5-001631
ACBK4g01223,Iind-5-001630
ACBK4g01224,.
ACBK4g01225,.
ACBK4g01226,Iind-5-001627
ACBK4g01227,.
ACBK4g01228,.
ACBK4g01229,.
ACBK4g01230,Iind-5-001625
ACBK4g01231,.
ACBK4g01232,Iind-5-001622
ACBK4g01233,.
ACBK4g01234,Iind-5-001621
ACBK4g01235,.
ACBK4g01236,Iind-5-001620
ACBK4g01237,Iind-5-001619
ACBK4g01238,Iind-5-001618
ACBK4g01239,.
ACBK4g01240,Iind-5-001617
ACBK4g01241,Iind-5-001616
ACBK4g01242,Iind-5-001614
ACBK4g01243,.
ACBK4g01244,.
ACBK4g01245,.
ACBK4g01246,Iind-5-001613
ACBK4g01247,Iind-5-001612
ACBK4g01248,Iind-5-001611
ACBK4g01249,.
ACBK4g01250,Iind-5-001610
ACBK4g01251,Iind-5-001608
ACBK4g01252,Iind-5-001607
ACBK4g01253,Iind-5-001606
ACBK4g01254,.
ACBK4g01255,Iind-5-001604
ACBK4g01256,Iind-5-001603
ACBK4g01257,.
ACBK4g01258,Iind-5-001596
ACBK4g01259,Iind-5-001595
ACBK4g01260,Iind-5-001594
ACBK4g01261,.
ACBK4g01262,.
ACBK4g01263,.
ACBK4g01264,Iind-5-001593
ACBK4g01265,Iind-5-001591
ACBK4g01266,.
ACBK4g01267,Iind-5-001590
ACBK4g01268,Iind-5-001588
ACBK4g01269,.
ACBK4g01270,Iind-5-001586
ACBK4g01271,.
ACBK4g01272,Iind-5-001584
ACBK4g01273,Iind-5-001583
ACBK4g01274,Iind-5-001582
ACBK4g01275,Iind-5-001581
ACBK4g01276,.
ACBK4g01277,Iind-5-001579
ACBK4g01278,.
ACBK4g01279,Iind-5-001577
ACBK4g01280,Iind-5-001576
ACBK4g01281,Iind-5-001574
ACBK4g01282,Iind-5-001573
ACBK4g01283,Iind-5-001571
ACBK4g01284,Iind-5-001570
ACBK4g01285,.
ACBK4g01286,Iind-5-001569
ACBK4g01287,Iind-5-001568
ACBK4g01288,Iind-5-001567
ACBK4g01289,Iind-5-001566
ACBK4g01290,Iind-5-001565
ACBK4g01291,.
ACBK4g01292,.
ACBK4g01293,.
ACBK4g01294,.
ACBK4g01295,Iind-5-001564
ACBK4g01296,.
ACBK4g01297,Iind-5-001563
ACBK4g01298,Iind-5-001562
ACBK4g01299,Iind-5-001561
ACBK4g01300,Iind-5-001560
ACBK4g01301,Iind-5-001559
ACBK4g01302,.
ACBK4g01303,Iind-5-001557
ACBK4g01304,Iind-5-001556
ACBK4g01305,Iind-5-001554
ACBK4g01306,.
ACBK4g01307,Iind-5-001551
ACBK4g01308,Iind-5-001550
ACBK4g01309,Iind-5-001549
ACBK4g01310,Iind-5-001547
ACBK4g01311,Iind-5-001546
ACBK4g01312,Iind-5-001545
ACBK4g01313,.
ACBK4g01314,Iind-5-001544
ACBK4g01315,.
ACBK4g01316,Iind-5-001541
ACBK4g01317,.
ACBK4g01318,Iind-5-001540
ACBK4g01319,Iind-5-001539
ACBK4g01320,Iind-5-001538
ACBK4g01321,.
ACBK4g01322,Iind-5-001536
ACBK4g01323,Iind-5-001535
ACBK4g01324,.
ACBK4g01325,.
ACBK4g01326,Iind-5-001534
ACBK4g01327,Iind-5-001533
ACBK4g01328,.
ACBK4g01329,.
ACBK4g01330,.
ACBK4g01331,Iind-5-001530
ACBK4g01332,.
ACBK4g01333,Iind-5-001529
ACBK4g01334,Iind-5-001528
ACBK4g01335,Iind-5-001527
ACBK4g01336,Iind-5-001526
ACBK4g01337,.
ACBK4g01338,Iind-5-001525
ACBK4g01339,Iind-5-001524
ACBK4g01340,Iind-5-001522
ACBK4g01341,Iind-5-001521
ACBK4g01342,Iind-5-001520
ACBK4g01343,Iind-5-001519
ACBK4g01344,Iind-5-001518
ACBK4g01345,Iind-5-001517
ACBK4g01346,Iind-5-001516
ACBK4g01347,.
ACBK4g01348,Iind-5-001515
ACBK4g01349,Iind-5-001514
ACBK4g01350,Iind-5-001513
ACBK4g01351,Iind-5-001512
ACBK4g01352,Iind-5-001511
ACBK4g01353,Iind-5-001510
ACBK4g01354,.
ACBK4g01355,Iind-5-001509
ACBK4g01356,Iind-5-001507
ACBK4g01357,.
ACBK4g01358,.
ACBK4g01359,.
ACBK4g01360,Iind-5-001506
ACBK4g01361,.
ACBK4g01362,.
ACBK4g01363,.
ACBK4g01364,Iind-5-001505
ACBK4g01365,Iind-5-001501
ACBK4g01366,Iind-5-001500
ACBK4g01367,Iind-5-001499
ACBK4g01368,.
ACBK4g01369,Iind-5-001497
ACBK4g01370,Iind-5-001496
ACBK4g01371,Iind-5-001495
ACBK4g01372,Iind-5-001493
ACBK4g01373,Iind-5-001492
ACBK4g01374,Iind-5-001491
ACBK4g01375,Iind-5-001489
ACBK4g01376,Iind-5-001488
ACBK4g01377,Iind-5-001487
ACBK4g01378,Iind-5-001486
ACBK4g01379,.
ACBK4g01380,Iind-5-001485
ACBK4g01381,.
ACBK4g01382,.
ACBK4g01383,.
ACBK4g01384,.
ACBK4g01385,.
ACBK4g01386,Iind-5-001482
ACBK4g01387,Iind-5-001481
ACBK4g01388,.
ACBK4g01389,Iind-5-001480
ACBK4g01390,Iind-5-001479
ACBK4g01391,Iind-5-001478
ACBK4g01392,.
ACBK4g01393,.
ACBK4g01394,Iind-5-001472
ACBK4g01395,.
ACBK4g01396,.
ACBK4g01397,.
ACBK4g01398,Iind-5-001471
ACBK4g01399,.
ACBK4g01400,Iind-5-001470
ACBK4g01401,Iind-5-001467
ACBK4g01402,Iind-5-001466
ACBK4g01403,.
ACBK4g01404,Iind-5-001465
ACBK4g01405,Iind-5-001464
ACBK4g01406,Iind-5-001463
ACBK4g01407,Iind-5-001462
ACBK4g01408,.
ACBK4g01409,.
ACBK4g01410,.
ACBK4g01411,.
ACBK4g01412,.
ACBK4g01413,.
ACBK4g01414,Iind-5-001459
ACBK4g01415,Iind-5-001458
ACBK4g01416,.
ACBK4g01417,Iind-5-001454
ACBK4g01418,Iind-5-001453
ACBK4g01419,.
ACBK4g01420,Iind-5-001451
ACBK4g01421,Iind-5-001450
ACBK4g01422,Iind-5-001449
ACBK4g01423,Iind-5-001448
ACBK4g01424,Iind-5-001447
ACBK4g01425,Iind-5-001446
ACBK4g01426,.
ACBK4g01427,.
ACBK4g01428,Iind-5-001444
ACBK4g01429,Iind-5-001442
ACBK4g01430,Iind-5-001441
ACBK4g01431,Iind-5-001439
ACBK4g01432,Iind-5-001438
ACBK4g01433,Iind-5-001437
ACBK4g01434,Iind-5-001436
ACBK4g01435,Iind-5-001435
ACBK4g01436,.
ACBK4g01437,.
ACBK4g01438,.
ACBK4g01439,.
ACBK4g01440,.
ACBK4g01441,.
ACBK4g01442,.
ACBK4g01443,.
ACBK4g01444,.
ACBK4g01445,.
ACBK4g01446,.
ACBK4g01447,.
ACBK4g01448,.
ACBK4g01449,.
ACBK4g01450,.
ACBK4g01451,.
ACBK4g01452,.
ACBK4g01453,Iind-5-001433
ACBK4g01454,.
ACBK4g01455,Iind-5-001431
ACBK4g01456,Iind-5-001430
ACBK4g01457,Iind-5-001429
ACBK4g01458,Iind-5-001426
ACBK4g01459,Iind-5-001425
ACBK4g01460,Iind-5-001424
ACBK4g01461,Iind-5-001423
ACBK4g01462,Iind-5-001422
ACBK4g01463,Iind-5-001420
ACBK4g01464,.
ACBK4g01465,Iind-5-001419
ACBK4g01466,Iind-5-001418
ACBK4g01467,Iind-5-001417
ACBK4g01468,Iind-5-001416
ACBK4g01469,Iind-5-001415
ACBK4g01470,Iind-5-001414
ACBK4g01471,Iind-5-001413
ACBK4g01472,Iind-5-001412
ACBK4g01473,Iind-5-001411
ACBK4g01474,Iind-5-001410
ACBK4g01475,Iind-5-001409
ACBK4g01476,.
ACBK4g01477,Iind-5-001408
ACBK4g01478,Iind-5-001407
ACBK4g01479,Iind-5-001406
ACBK4g01480,Iind-5-001405
ACBK4g01481,Iind-5-001404
ACBK4g01482,.
ACBK4g01483,Iind-5-001401
ACBK4g01484,Iind-5-001400
ACBK4g01485,Iind-5-001399
ACBK4g01486,Iind-5-001398
ACBK4g01487,Iind-5-001395
ACBK4g01488,Iind-5-001394
ACBK4g01489,Iind-5-001393
ACBK4g01490,Iind-5-001392
ACBK4g01491,Iind-5-001390
ACBK4g01492,.
ACBK4g01493,Iind-5-001389
ACBK4g01494,Iind-5-001388
ACBK4g01495,.
ACBK4g01496,Iind-5-001387
ACBK4g01497,Iind-5-001386
ACBK4g01498,Iind-5-001385
ACBK4g01499,Iind-5-001384
ACBK4g01500,Iind-5-001383
ACBK4g01501,.
ACBK4g01502,.
ACBK4g01503,Iind-5-001378
ACBK4g01504,Iind-5-001377
ACBK4g01505,Iind-5-001376
ACBK4g01506,Iind-5-001374
ACBK4g01507,.
ACBK4g01508,Iind-5-001372
ACBK4g01509,Iind-5-001371
ACBK4g01510,.
ACBK4g01511,Iind-5-001370
ACBK4g01512,Iind-5-001369
ACBK4g01513,Iind-5-001368
ACBK4g01514,.
ACBK4g01515,Iind-5-001365
ACBK4g01516,Iind-5-001363
ACBK4g01517,Iind-5-001361
ACBK4g01518,Iind-5-001360
ACBK4g01519,.
ACBK4g01520,Iind-5-001359
ACBK4g01521,Iind-5-001358
ACBK4g01522,.
ACBK4g01523,Iind-5-001356
ACBK4g01524,Iind-5-001355
ACBK4g01525,Iind-5-001353
ACBK4g01526,Iind-5-001352
ACBK4g01527,Iind-5-001351
ACBK4g01528,Iind-5-001350
ACBK4g01529,.
ACBK4g01530,Iind-5-001347
ACBK4g01531,.
ACBK4g01532,.
ACBK4g01533,.
ACBK4g01534,.
ACBK4g01535,.
ACBK4g01536,Iind-5-001345
ACBK4g01537,.
ACBK4g01538,Iind-5-001344
ACBK4g01539,Iind-5-001343
ACBK4g01540,Iind-5-001342
ACBK4g01541,Iind-5-001341
ACBK4g01542,Iind-5-001340
ACBK4g01543,.
ACBK4g01544,.
ACBK4g01545,.
ACBK4g01546,.
ACBK4g01547,.
ACBK4g01548,Iind-5-001338
ACBK4g01549,Iind-5-001337
ACBK4g01550,Iind-5-001332
ACBK4g01551,Iind-5-001331
ACBK4g01552,Iind-5-001330
ACBK4g01553,.
ACBK4g01554,Iind-5-001329
ACBK4g01555,.
ACBK4g01556,Iind-5-001328
ACBK4g01557,.
ACBK4g01558,.
ACBK4g01559,Iind-5-001324
ACBK4g01560,Iind-5-001323
ACBK4g01561,.
ACBK4g01562,Iind-5-001321
ACBK4g01563,Iind-5-001320
ACBK4g01564,Iind-5-001319
ACBK4g01565,Iind-5-001318
ACBK4g01566,.
ACBK4g01567,.
ACBK4g01568,.
ACBK4g01569,Iind-5-001316
ACBK4g01570,Iind-5-001314
ACBK4g01571,Iind-5-001313
ACBK4g01572,Iind-5-001312
ACBK4g01573,Iind-5-001311
ACBK4g01574,Iind-5-001310
ACBK4g01575,Iind-5-001309
ACBK4g01576,Iind-5-001308
ACBK4g01577,Iind-5-001307
ACBK4g01578,Iind-5-001306
ACBK4g01579,Iind-5-001305
ACBK4g01580,Iind-5-001304
ACBK4g01581,Iind-5-001303
ACBK4g01582,Iind-5-001301
ACBK4g01583,Iind-5-001300
ACBK4g01584,Iind-5-001299
ACBK4g01585,Iind-5-001298
ACBK4g01586,.
ACBK4g01587,Iind-5-001297
ACBK4g01588,Iind-5-001296
ACBK4g01589,.
ACBK4g01590,Iind-5-001295
ACBK4g01591,Iind-5-001293
ACBK4g01592,Iind-5-001292
ACBK4g01593,.
ACBK4g01594,Iind-5-001291
ACBK4g01595,Iind-5-001290
ACBK4g01596,Iind-5-001289
ACBK4g01597,Iind-5-001288
ACBK4g01598,Iind-5-001287
ACBK4g01599,Iind-5-001284
ACBK4g01600,Iind-5-001283
ACBK4g01601,Iind-5-001282
ACBK4g01602,Iind-5-001280
ACBK4g01603,.
ACBK4g01604,Iind-5-001278
ACBK4g01605,.
ACBK4g01606,Iind-5-001275
ACBK4g01607,.
ACBK4g01608,.
ACBK4g01609,Iind-5-001272
ACBK4g01610,Iind-5-001271
ACBK4g01611,Iind-5-001270
ACBK4g01612,Iind-5-001266
ACBK4g01613,Iind-5-001265
ACBK4g01614,.
ACBK4g01615,.
ACBK4g01616,.
ACBK4g01617,Iind-5-001263
ACBK4g01618,Iind-5-001262
ACBK4g01619,Iind-5-001261
ACBK4g01620,Iind-5-001260
ACBK4g01621,.
ACBK4g01622,Iind-5-001258
ACBK4g01623,Iind-5-001257
ACBK4g01624,Iind-5-001256
ACBK4g01625,Iind-5-001255
ACBK4g01626,Iind-5-001254
ACBK4g01627,Iind-5-001253
ACBK4g01628,Iind-5-001252
ACBK4g01629,Iind-5-001251
ACBK4g01630,.
ACBK4g01631,Iind-5-001250
ACBK4g01632,Iind-5-001249
ACBK4g01633,Iind-5-001248
ACBK4g01634,Iind-5-001247
ACBK4g01635,Iind-5-001246
ACBK4g01636,Iind-5-001245
ACBK4g01637,Iind-5-001244
ACBK4g01638,Iind-5-001243
ACBK4g01639,.
ACBK4g01640,.
ACBK4g01641,Iind-5-001241
ACBK4g01642,Iind-5-001240
ACBK4g01643,.
ACBK4g01644,.
ACBK4g01645,Iind-5-001238
ACBK4g01646,Iind-5-001237
ACBK4g01647,Iind-5-001236
ACBK4g01648,Iind-5-001235
ACBK4g01649,Iind-5-001234
ACBK4g01650,.
ACBK4g01651,Iind-5-001233
ACBK4g01652,.
ACBK4g01653,Iind-5-001232
ACBK4g01654,Iind-5-001231
ACBK4g01655,Iind-5-001230
ACBK4g01656,Iind-5-001229
ACBK4g01657,Iind-5-001227
ACBK4g01658,Iind-5-001226
ACBK4g01659,Iind-5-001225
ACBK4g01660,Iind-5-001224
ACBK4g01661,.
ACBK4g01662,Iind-5-001222
ACBK4g01663,Iind-5-001221
ACBK4g01664,Iind-5-001220
ACBK4g01665,Iind-5-001219
ACBK4g01666,.
ACBK4g01667,Iind-5-001218
ACBK4g01668,Iind-5-001217
ACBK4g01669,Iind-5-001216
ACBK4g01670,.
ACBK4g01671,Iind-5-001215
ACBK4g01672,Iind-5-001214
ACBK4g01673,Iind-5-001213
ACBK4g01674,Iind-5-001212
ACBK4g01675,Iind-5-001210
ACBK4g01676,Iind-5-001208
ACBK4g01677,Iind-5-001207
ACBK4g01678,.
ACBK4g01679,Iind-5-001206
ACBK4g01680,.
ACBK4g01681,Iind-5-001205
ACBK4g01682,.
ACBK4g01683,Iind-5-001203
ACBK4g01684,Iind-5-001202
ACBK4g01685,Iind-5-001201
ACBK4g01686,Iind-5-001200
ACBK4g01687,Iind-5-001199
ACBK4g01688,Iind-5-001198
ACBK4g01689,.
ACBK4g01690,Iind-5-001197
ACBK4g01691,Iind-5-001194
ACBK4g01692,Iind-5-001193
ACBK4g01693,Iind-5-001192
ACBK4g01694,Iind-5-001191
ACBK4g01695,Iind-5-001190
ACBK4g01696,Iind-5-001189
ACBK4g01697,.
ACBK4g01698,.
ACBK4g01699,.
ACBK4g01700,.
ACBK4g01701,.
ACBK4g01702,.
ACBK4g01703,.
ACBK4g01704,.
ACBK4g01705,.
ACBK4g01706,Iind-5-001187
ACBK4g01707,Iind-5-001186
ACBK4g01708,.
ACBK4g01709,Iind-5-001184
ACBK4g01710,Iind-5-001182
ACBK4g01711,Iind-5-001181
ACBK4g01712,.
ACBK4g01713,Iind-5-001179
ACBK4g01714,Iind-5-001178
ACBK4g01715,Iind-5-001174
ACBK4g01716,Iind-5-001173
ACBK4g01717,Iind-5-001172
ACBK4g01718,Iind-5-001171
ACBK4g01719,Iind-5-001170
ACBK4g01720,Iind-5-001169
ACBK4g01721,.
ACBK4g01722,.
ACBK4g01723,Iind-5-001168
ACBK4g01724,Iind-5-001167
ACBK4g01725,Iind-5-001166
ACBK4g01726,Iind-5-001165
ACBK4g01727,Iind-5-001164
ACBK4g01728,.
ACBK4g01729,.
ACBK4g01730,Iind-5-001161
ACBK4g01731,.
ACBK4g01732,.
ACBK4g01733,Iind-5-001160
ACBK4g01734,Iind-5-001159
ACBK4g01735,.
ACBK4g01736,.
ACBK4g01737,.
ACBK4g01738,.
ACBK4g01739,.
ACBK4g01740,Iind-5-001156
ACBK4g01741,Iind-5-001155
ACBK4g01742,Iind-5-001154
ACBK4g01743,Iind-5-001153
ACBK4g01744,.
ACBK4g01745,Iind-5-001152
ACBK4g01746,Iind-5-001151
ACBK4g01747,Iind-5-001150
ACBK4g01748,Iind-5-001149
ACBK4g01749,Iind-5-001148
ACBK4g01750,.
ACBK4g01751,Iind-5-001146
ACBK4g01752,Iind-5-001145
ACBK4g01753,Iind-5-001144
ACBK4g01754,.
ACBK4g01755,.
ACBK4g01756,Iind-5-001140
ACBK4g01757,.
ACBK4g01758,Iind-5-001139
ACBK4g01759,Iind-5-001137
ACBK4g01760,Iind-5-001136
ACBK4g01761,Iind-5-001135
ACBK4g01762,Iind-5-001134
ACBK4g01763,Iind-5-001133
ACBK4g01764,.
ACBK4g01765,.
ACBK4g01766,Iind-5-001131
ACBK4g01767,Iind-5-001130
ACBK4g01768,Iind-5-001129
ACBK4g01769,Iind-5-001128
ACBK4g01770,Iind-5-001127
ACBK4g01771,Iind-5-001126
ACBK4g01772,Iind-5-001125
ACBK4g01773,Iind-5-001124
ACBK4g01774,.
ACBK4g01775,Iind-5-001123
ACBK4g01776,Iind-5-001122
ACBK4g01777,Iind-5-001121
ACBK4g01778,Iind-5-001120
ACBK4g01779,.
ACBK4g01780,Iind-5-001119
ACBK4g01781,Iind-5-001117
ACBK4g01782,Iind-5-001116
ACBK4g01783,.
ACBK4g01784,Iind-5-001115
ACBK4g01785,.
ACBK4g01786,Iind-5-001114
ACBK4g01787,.
ACBK4g01788,Iind-5-001111
ACBK4g01789,Iind-5-001110
ACBK4g01790,.
ACBK4g01791,Iind-5-001109
ACBK4g01792,Iind-5-001108
ACBK4g01793,Iind-5-001107
ACBK4g01794,Iind-5-001106
ACBK4g01795,Iind-5-001105
ACBK4g01796,Iind-5-001103
ACBK4g01797,.
ACBK4g01798,Iind-5-001102
ACBK4g01799,Iind-5-001101
ACBK4g01800,Iind-5-001099
ACBK4g01801,.
ACBK4g01802,Iind-5-001098
ACBK4g01803,Iind-5-001096
ACBK4g01804,.
ACBK4g01805,.
ACBK4g01806,Iind-5-001095
ACBK4g01807,.
ACBK4g01808,Iind-5-001094
ACBK4g01809,Iind-5-001093
ACBK4g01810,Iind-5-001092
ACBK4g01811,Iind-5-001091
ACBK4g01812,Iind-5-001090
ACBK4g01813,Iind-5-001089
ACBK4g01814,.
ACBK4g01815,Iind-5-001087
ACBK4g01816,Iind-5-001085
ACBK4g01817,Iind-5-001084
ACBK4g01818,.
ACBK4g01819,Iind-5-001082
ACBK4g01820,Iind-5-001080
ACBK4g01821,Iind-5-001079
ACBK4g01822,.
ACBK4g01823,Iind-5-001078
ACBK4g01824,Iind-5-001077
ACBK4g01825,.
ACBK4g01826,.
ACBK4g01827,Iind-5-001074
ACBK4g01828,Iind-5-001071
ACBK4g01829,Iind-5-001070
ACBK4g01830,.
ACBK4g01831,Iind-5-001069
ACBK4g01832,.
ACBK4g01833,.
ACBK4g01834,Iind-5-001068
ACBK4g01835,Iind-5-001067
ACBK4g01836,Iind-5-001066
ACBK4g01837,.
ACBK4g01838,Iind-5-001064
ACBK4g01839,Iind-5-001063
ACBK4g01840,.
ACBK4g01841,Iind-5-001062
ACBK4g01842,Iind-5-001061
ACBK4g01843,Iind-5-001060
ACBK4g01844,.
ACBK4g01845,Iind-5-001059
ACBK4g01846,Iind-5-001058
ACBK4g01847,Iind-5-001057
ACBK4g01848,.
ACBK4g01849,Iind-5-001054
ACBK4g01850,.
ACBK4g01851,Iind-5-001053
ACBK4g01852,Iind-5-001050
ACBK4g01853,Iind-5-001044
ACBK4g01854,Iind-5-001043
ACBK4g01855,Iind-5-001042
ACBK4g01856,Iind-5-001041
ACBK4g01857,.
ACBK4g01858,Iind-5-001040
ACBK4g01859,Iind-5-001039
ACBK4g01860,Iind-5-001038
ACBK4g01861,.
ACBK4g01862,Iind-5-001037
ACBK4g01863,Iind-5-001036
ACBK4g01864,Iind-5-001035
ACBK4g01865,Iind-5-001033
ACBK4g01866,Iind-5-001032
ACBK4g01867,Iind-5-001031
ACBK4g01868,Iind-5-001030
ACBK4g01869,Iind-5-001029
ACBK4g01870,Iind-5-001028
ACBK4g01871,Iind-5-001027
ACBK4g01872,.
ACBK4g01873,Iind-5-001025
ACBK4g01874,Iind-5-001024
ACBK4g01875,Iind-5-001023
ACBK4g01876,.
ACBK4g01877,.
ACBK4g01878,Iind-5-001021
ACBK4g01879,.
ACBK4g01880,Iind-5-001018
ACBK4g01881,.
ACBK4g01882,.
ACBK4g01883,.
ACBK4g01884,Iind-5-001017
ACBK4g01885,Iind-5-001015
ACBK4g01886,.
ACBK4g01887,Iind-5-001010
ACBK4g01888,Iind-5-001009
ACBK4g01889,.
ACBK4g01890,Iind-5-001008
ACBK4g01891,.
ACBK4g01892,Iind-5-001006
ACBK4g01893,Iind-5-001005
ACBK4g01894,Iind-5-001001
ACBK4g01895,.
